Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,G,SV,HLD,SVH,IP,SO,K/9,BB/9,PitchingTeamid
Adrian Delgado,BAL,SP,FA,19,,,,,,,,,,,,,,,
Dimaster Delgado,ATL,SP,FA,36,,,,,,,,,,,,,,,
Jesus Delgado,TEX,SP,FA,21,,,,,,,,,,,,,,,
Perry DellaValle,STL,SP,FA,29,,,,,,,,,,,,,,,
Tyler DeLoach,(N/A),SP,FA,33,,,,,,,,,,,,,,,
Jordan DeLorenzo,STL,P,FA,32,,,,,,,,,,,,,,,
Geremi Delpino,PHI,SP,FA,21,,,,,,,,,,,,,,,
Dylan DeLucia,CLE,SP,FA,24,,,,,,,,,,,,,,,
Sadbiel Delzine,BOS,SP,FA,17,,,,,,,,,,,,,,,
Dominic DeMasi,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Joe DeMers,ATH,P,FA,28,,,,,,,,,,,,,,,
Paul Demny,WSH,SP,FA,35,,,,,,,,,,,,,,,
Eddy Demurias,CIN,RP,FA,27,,,,,,,,,,,,,,,
Mason Denaburg,WSH,SP,FA,25,,,,,,,,,,,,,,,
Joey Denato,PHI,P,FA,32,,,,,,,,,,,,,,,
Joseph Deng Thon,LAD,SP,FA,17,,,,,,,,,,,,,,,
Trenton Denholm,CLE,SP,FA,25,,,,,,,,,,,,,,,
Theo Denlinger,BOS,SP,FA,28,,,,,,,,,,,,,,,
Matthew Dennis,COL,SP,FA,30,,,,,,,,,,,,,,,
Noah Denoyer,BAL,SP,FA,27,,,,,,,,,,,,,,,
Cade Denton,COL,SP,FA,23,,,,,,,,,,,,,,,
Brad Deppermann,CHC,P,FA,28,,,,,,,,,,,,,,,
Bowdien Derby,DET,P,FA,31,,,,,,,,,,,,,,,
Matt Dermody,(N/A),RP,FA,34,,,,,,,,,,,,,,,
Matthew Derosier,WSH,P,FA,30,,,,,,,,,,,,,,,
Jorge Despaigne,ARI,SP,FA,34,,,,,,,,,,,,,,,
Odrisamer Despaigne,(N/A),SP,FA,37,,,,,,,,,,,,,,,
Parker Detmers,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Jared Dettmann,ATL,P,FA,32,,,,,,,,,,,,,,,
Nathan Dettmer,ATH,SP,FA,22,,,,,,,,,,,,,,,
Luis Devers,CHC,SP,FA,24,,,,,,,,,,,,,,,
Ricky DeVito,MIA,RP,FA,26,,,,,,,,,,,,,,,
Nolan DeVos,HOU,SP,FA,24,,,,,,,,,,,,,,,
Derek Diamond,PIT,SP,FA,24,,,,,,,,,,,,,,,
Brian Diaz,(N/A),RP,FA,21,,,,,,,,,,,,,,,
Bryan Diaz,CIN,RP,FA,21,,,,,,,,,,,,,,,
Carlos Diaz,NYY,SP,FA,29,,,,,,,,,,,,,,,
Christian Josue Diaz,ATL,SP,FA,31,,,,,,,,,,,,,,,
Darlin Diaz,PIT,RP,FA,21,,,,,,,,,,,,,,,
Deivi Diaz,NYY,RP,FA,25,,,,,,,,,,,,,,,
Donny Diaz,BOS,P,FA,29,,,,,,,,,,,,,,,
Franyel Diaz,NYM,SP,FA,20,,,,,,,,,,,,,,,
Indigo Diaz,NYY,SP,FA,26,,,,,,,,,,,,,,,
Jairo Diaz,SEA,RP,FA,33,,,,,,,,,,,,,,,
Jatnk Diaz,DET,SP,FA,20,,,,,,,,,,,,,,,
Joel Diaz,NYM,SP,FA,21,,,,,,,,,,,,,,,
Luis Diaz,LAA,SP,FA,32,,,,,,,,,,,,,,,
Malcolm Diaz,SD,P,FA,31,,,,,,,,,,,,,,,
Miguel Diaz,SF,RP,FA,30,,,,,,,,,,,,,,,
Miller Diaz,ARI,RP,FA,32,,,,,,,,,,,,,,,
Oneiver Diaz,STL,SP,FA,28,,,,,,,,,,,,,,,
Oniel Diaz,CIN,SP,FA,19,,,,,,,,,,,,,,,
Victor Diaz,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Victor Diaz,CIN,RP,FA,22,,,,,,,,,,,,,,,
Wellington Diaz,NYY,RP,FA,27,,,,,,,,,,,,,,,
Yennsy Diaz,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Yoljeldriz Diaz,NYY,RP,FA,23,,,,,,,,,,,,,,,
Tony Dibrell,NYM,SP,FA,29,,,,,,,,,,,,,,,
Blake Dickerson,DET,SP,FA,20,,,,,,,,,,,,,,,
Kevin Dickey,HOU,RP,FA,26,,,,,,,,,,,,,,,
Cody Dickson,PIT,P,FA,32,,,,,,,,,,,,,,,
Jose Dicochea,ATH,P,FA,23,,,,,,,,,,,,,,,
Phillip Diehl,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Brian Diemer,LAA,P,FA,36,,,,,,,,,,,,,,,
Hunter Dietz,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Matthias Dietz,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Jairon Digon,ARI,SP,FA,19,,,,,,,,,,,,,,,
Trey Dillard,PHI,P,FA,26,,,,,,,,,,,,,,,
Will Dion,CLE,SP,FA,24,,,,,,,,,,,,,,,
Marcos Diplan,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Jonah Dipoto,PHI,RP,FA,28,,,,,,,,,,,,,,,
Caleb Dirks,ATL,P,FA,31,,,,,,,,,,,,,,,
Eliazar Dishmey,MIA,SP,FA,20,,,,,,,,,,,,,,,
Matt Ditman,KC,P,FA,32,,,,,,,,,,,,,,,
Jordan DiValerio,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Joey Dixon,HOU,SP,FA,23,,,,,,,,,,,,,,,
Hunter Dobbins,BOS,SP,FA,25,,,,,,,,,,,,,,,
Mario Doble,MIA,SP,FA,24,,,,,,,,,,,,,,,
Bryan Dobzanski,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Tanner Dodson,ATH,RP,FA,27,,,,,,,,,,,,,,,
Zackry Dodson,PIT,SP,FA,34,,,,,,,,,,,,,,,
Nate Dohm,NYM,SP,FA,22,,,,,,,,,,,,,,,
Kyle Dohy,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Jason Doktorczyk,MIN,SP,FA,21,,,,,,,,,,,,,,,
Rafael Dolis,CHW,RP,FA,37,,,,,,,,,,,,,,,
Hunter Dollander,CHW,SP,FA,28,,,,,,,,,,,,,,,
Taylor Dollard,SEA,SP,FA,26,,,,,,,,,,,,,,,
Nick Dombkowski,PIT,RP,FA,26,,,,,,,,,,,,,,,
Trey Dombroski,HOU,SP,FA,23,,,,,,,,,,,,,,,
Vicarte Domingo,SD,SP,FA,22,,,,,,,,,,,,,,,
Alexis Dominguez,LAD,SP,FA,19,,,,,,,,,,,,,,,
Diego Dominguez,STL,SP,FA,20,,,,,,,,,,,,,,,
Eric Dominguez,ARI,RP,FA,22,,,,,,,,,,,,,,,
Johan Dominguez,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Michael Dominguez,TOR,P,FA,24,,,,,,,,,,,,,,,
Robert Dominguez,NYM,SP,FA,23,,,,,,,,,,,,,,,
Ronald Dominguez,SEA,RP,FA,31,,,,,,,,,,,,,,,
Yonael Dominguez,STL,SP,FA,23,,,,,,,,,,,,,,,
Tucker Donahue,TOR,P,FA,34,,,,,,,,,,,,,,,
Justin Donatella,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Chad Donato,(N/A),P,FA,29,,,,,,,,,,,,,,,
Joey Donofrio,STL,RP,FA,35,,,,,,,,,,,,,,,
Dakota Donovan,LAA,P,FA,27,,,,,,,,,,,,,,,
Liam Doolan,LAD,SP,FA,26,,,,,,,,,,,,,,,
Danny Dopico,WSH,RP,FA,31,,,,,,,,,,,,,,,
Ethan Dorchies,MIL,SP,FA,18,,,,,,,,,,,,,,,
Thomas Dorminy,SD,P,FA,32,,,,,,,,,,,,,,,
Carson Dorsey,BAL,SP,FA,22,,,,,,,,,,,,,,,
Wilber Dotel,PIT,SP,FA,22,,,,,,,,,,,,,,,
Destin Dotson,TEX,P,FA,25,,,,,,,,,,,,,,,
Jack Dougherty,MIN,SP,FA,23,,,,,,,,,,,,,,,
Braylon Doughty,CLE,SP,FA,19,,,,,,,,,,,,,,,
Drew Dowd,TB,SP,FA,23,,,,,,,,,,,,,,,
Kevin Dowdell,LAA,SP,FA,25,,,,,,,,,,,,,,,
Kyle Dowdy,BAL,RP,FA,32,,,,,,,,,,,,,,,
Brandon Downer,BAL,SP,FA,21,,,,,,,,,,,,,,,
John Doxakis,(N/A),RP,FA,26,,,,,,,,,,,,,,,
Liam Doyle,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Tommy Doyle,COL,RP,FA,28,,,,,,,,,,,,,,,
Dillon Drabble,KC,P,FA,28,,,,,,,,,,,,,,,
Brady Dragmire,TOR,P,FA,32,,,,,,,,,,,,,,,
Kohl Drake,TEX,SP,FA,24,,,,,,,,,,,,,,,
Zach Draper,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Jake Drehoff,BOS,P,FA,32,,,,,,,,,,,,,,,
Tim Drew,CLE,P,FA,0,,,,,,,,,,,,,,,
Jack Dreyer,LAD,RP,FA,26,,,,,,,,,,,,,,,
Dustin Driver,ATH,P,FA,30,,,,,,,,,,,,,,,
Jay Driver,CLE,SP,FA,23,,,,,,,,,,,,,,,
Tyler Driver,SEA,P,FA,24,,,,,,,,,,,,,,,
Shane Drohan,BOS,RP,FA,26,,,,,,,,,,,,,,,
Ryan Dromboski,PHI,SP,FA,21,,,,,,,,,,,,,,,
Jake Drossner,(N/A),P,FA,30,,,,,,,,,,,,,,,
Calvin Drummond,DET,P,FA,35,,,,,,,,,,,,,,,
Matt Drummond,BAL,P,FA,36,,,,,,,,,,,,,,,
Austin Drury,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Hunter Dryden,SF,SP,FA,22,,,,,,,,,,,,,,,
Fernando Duarte,ATL,RP,FA,17,,,,,,,,,,,,,,,
Jayden Dubanewicz,MIL,SP,FA,18,,,,,,,,,,,,,,,
Cody Dube,BAL,P,FA,30,,,,,,,,,,,,,,,
Jacob Dudan,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Cole Duensing,(N/A),RP,FA,26,,,,,,,,,,,,,,,
Brandon Dufault,LAA,RP,FA,26,,,,,,,,,,,,,,,
Tyler Duffey,(N/A),RP,FA,34,,,,,,,,,,,,,,,
Danny Duffy,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Matt Duffy,BOS,SP,FA,23,,,,,,,,,,,,,,,
Nick Dugan,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Robert Dugger,ATH,SP,FA,29,,,,,,,,,,,,,,,
Hunter Dula,SF,RP,FA,25,,,,,,,,,,,,,,,
Ryan Dull,(N/A),RP,FA,35,,,,,,,,,,,,,,,
Bryan Dum,TB,SP,FA,23,,,,,,,,,,,,,,,
Frank Duncan,COL,RP,FA,33,,,,,,,,,,,,,,,
Andrew Dunford,DET,SP,FA,20,,,,,,,,,,,,,,,
Ross Dunn,MIN,SP,FA,23,,,,,,,,,,,,,,,
Jacob Dunnington,SF,RP,FA,34,,,,,,,,,,,,,,,
Angel Duno,ATH,SP,FA,31,,,,,,,,,,,,,,,
Parker Dunshee,(N/A),P,FA,30,,,,,,,,,,,,,,,
Sidney Duprey,SF,RP,FA,28,,,,,,,,,,,,,,,
Carlos Duran,LAD,SP,FA,23,,,,,,,,,,,,,,,
Juan Duran,BAL,RP,FA,21,,,,,,,,,,,,,,,
Julian Duran,CHC,RP,FA,19,,,,,,,,,,,,,,,
Alex Durham,NYM,P,FA,28,,,,,,,,,,,,,,,
Hayden Durke,ARI,SP,FA,22,,,,,,,,,,,,,,,
Nick Duron,PHI,RP,FA,29,,,,,,,,,,,,,,,
Andrew Dutkanych,STL,SP,FA,21,,,,,,,,,,,,,,,
Cutter Dyals,ATL,P,FA,29,,,,,,,,,,,,,,,
Hilton Dyar,PHI,P,FA,23,,,,,,,,,,,,,,,
Brad Dydalewicz,HOU,SP,FA,34,,,,,,,,,,,,,,,
Josh Dye,KC,SP,FA,28,,,,,,,,,,,,,,,
Sam Dyson,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Tyler Dyson,WSH,"SS,SP",FA,27,,,,,,,,,,,,,,,
Jonathan Dziedzic,(N/A),P,FA,34,,,,,,,,,,,,,,,
Ryan Eades,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Daniel Eagen,ARI,SP,FA,22,,,,,,,,,,,,,,,
Kaleb Earls,MIL,P,FA,31,,,,,,,,,,,,,,,
Connelly Early,BOS,SP,FA,22,,,,,,,,,,,,,,,
J'Briell Easley,TEX,SP,FA,23,,,,,,,,,,,,,,,
Colton Eastman,(N/A),P,FA,28,,,,,,,,,,,,,,,
Konner Eaton,COL,SP,FA,22,,,,,,,,,,,,,,,
Steven Echavarria,ATH,SP,FA,19,,,,,,,,,,,,,,,
Juan Echevarria,BAL,P,FA,27,,,,,,,,,,,,,,,
Matt Eckelman,PIT,P,FA,31,,,,,,,,,,,,,,,
Mark Ecker,DET,P,FA,29,,,,,,,,,,,,,,,
Travis Eckert,KC,P,FA,31,,,,,,,,,,,,,,,
Nicholas Economos,PIT,P,FA,29,,,,,,,,,,,,,,,
Jake Eddington,PHI,SP,FA,23,,,,,,,,,,,,,,,
Chandler Eden,LAD,P,FA,29,,,,,,,,,,,,,,,
Brian Edgington,CIN,SP,FA,26,,,,,,,,,,,,,,,
Carl Edwards Jr.,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Andrew Edwards,KC,P,FA,33,,,,,,,,,,,,,,,
Chase Edwards,DET,P,FA,31,,,,,,,,,,,,,,,
Christian Edwards,CHW,SP,FA,26,,,,,,,,,,,,,,,
Garrett Edwards,TB,SP,FA,23,,,,,,,,,,,,,,,
Jon Edwards,(N/A),RP,FA,37,,,,,,,,,,,,,,,
Zach Edwards,(N/A),SP,FA,19,,,,,,,,,,,,,,,
Kenten Egbert,CHC,SP,FA,23,,,,,,,,,,,,,,,
Cody Ege,MIA,RP,FA,33,,,,,,,,,,,,,,,
Logan Ehlers,TOR,P,FA,33,,,,,,,,,,,,,,,
Austin Ehrlicher,BOS,SP,FA,21,,,,,,,,,,,,,,,
Breck Eichelberger,SD,SP,FA,24,,,,,,,,,,,,,,,
Brian Eichhorn,CLE,P,FA,27,,,,,,,,,,,,,,,
Kevin Eichhorn,DET,SP,FA,35,,,,,,,,,,,,,,,
Nick Eicholtz,MIA,P,FA,30,,,,,,,,,,,,,,,
Jerad Eickhoff,CLE,SP,FA,34,,,,,,,,,,,,,,,
Josh Ekness,MIA,RP,FA,23,,,,,,,,,,,,,,,
Joe Elbis,ARI,SP,FA,22,,,,,,,,,,,,,,,
Roenis Elias,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Frank Elissalt,NYM,SP,FA,22,,,,,,,,,,,,,,,
Lucas Elissalt,DET,SP,FA,22,,,,,,,,,,,,,,,
Seth Elledge,ATH,RP,FA,28,,,,,,,,,,,,,,,
Mike Ellenbest,TOR,P,FA,30,,,,,,,,,,,,,,,
Connor Eller,TOR,P,FA,31,,,,,,,,,,,,,,,
Magnus Ellerts,CLE,SP,FA,23,,,,,,,,,,,,,,,
Hunter Elliott,(N/A),SP,FA,22,,,,,,,,,,,,,,,
Tim Elliott,SEA,P,FA,27,,,,,,,,,,,,,,,
Chris Ellis,(N/A),SP,FA,32,,,,,,,,,,,,,,,
James Ellwanger,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Marco Eluscat,SD,SP,FA,18,,,,,,,,,,,,,,,
Kent Emanuel,MIA,RP,FA,32,,,,,,,,,,,,,,,
Stevie Emanuels,ATH,RP,FA,26,,,,,,,,,,,,,,,
Austin Emener,COL,SP,FA,22,,,,,,,,,,,,,,,
Malachi Emond,BAL,P,FA,27,,,,,,,,,,,,,,,
Breidy Encarnacion,MIA,SP,FA,24,,,,,,,,,,,,,,,
Juan Daniel Encarnacion,BOS,SP,FA,23,,,,,,,,,,,,,,,
Kifraidy Encarnacion,MIA,SP,FA,19,,,,,,,,,,,,,,,
Nixon Encarnacion,LAA,SP,FA,20,,,,,,,,,,,,,,,
Geno Encina,TOR,P,FA,30,,,,,,,,,,,,,,,
Jimmy Endersby,HOU,SP,FA,27,,,,,,,,,,,,,,,
Scott Engler,TEX,P,FA,28,,,,,,,,,,,,,,,
Blayne Enlow,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Nic Enright,CLE,RP,FA,28,,,,,,,,,,,,,,,
Tyler Eppler,(N/A),SP,FA,32,,,,,,,,,,,,,,,
Brandon Erbe,PHI,SP,FA,37,,,,,,,,,,,,,,,
Haden Erbe,TB,SP,FA,26,,,,,,,,,,,,,,,
Alessandro Ercolani,PIT,RP,FA,20,,,,,,,,,,,,,,,
Eric Erickson,CHC,P,FA,37,,,,,,,,,,,,,,,
Mason Erla,LAA,SP,FA,27,,,,,,,,,,,,,,,
Robbie Erlin,LAD,SP,FA,34,,,,,,,,,,,,,,,
Tyler Erwin,(N/A),P,FA,30,,,,,,,,,,,,,,,
Zack Erwin,TB,SP,FA,31,,,,,,,,,,,,,,,
Anthony Escobar,(N/A),SP,FA,24,,,,,,,,,,,,,,,
Edgar Escobar,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Edwin Escobar,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Jefferson Escorcha,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Kevin Escorcia,CHW,SP,FA,30,,,,,,,,,,,,,,,
Thomas Eshelman,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Jose Espada,SD,RP,FA,28,,,,,,,,,,,,,,,
Carlos Espinal,NYY,SP,FA,28,,,,,,,,,,,,,,,
Jeury Espinal,ARI,SP,FA,18,,,,,,,,,,,,,,,
Raynel Espinal,CIN,SP,FA,33,,,,,,,,,,,,,,,
Yoel Espinal,TEX,RP,FA,32,,,,,,,,,,,,,,,
Paolo Espino,TOR,RP,FA,38,,,,,,,,,,,,,,,
Pedro Espinola,NYY,SP,FA,29,,,,,,,,,,,,,,,
Abraham Espinosa,ATL,SP,FA,31,,,,,,,,,,,,,,,
Carlos Espinosa,LAA,SP,FA,23,,,,,,,,,,,,,,,
Anderson Espinoza,SD,RP,FA,26,,,,,,,,,,,,,,,
Eiver Espinoza,MIA,RP,FA,21,,,,,,,,,,,,,,,
Luis Espinoza,BAL,SP,FA,18,,,,,,,,,,,,,,,
Manuel Espinoza,CHC,SP,FA,24,,,,,,,,,,,,,,,
Victor Espiritu,TOR,SP,FA,20,,,,,,,,,,,,,,,
Jaime Esquivel,BAL,SP,FA,32,,,,,,,,,,,,,,,
Jaydenn Estanista,PHI,RP,FA,23,,,,,,,,,,,,,,,
Wilson Esterlin,NYM,SP,FA,20,,,,,,,,,,,,,,,
Wirkin Estevez,WSH,SP,FA,32,,,,,,,,,,,,,,,
Lazaro Estrada,TOR,SP,FA,25,,,,,,,,,,,,,,,
Mack Estrada,NYY,SP,FA,20,,,,,,,,,,,,,,,
Alex Estrella,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Mauricio Estrella,SF,SP,FA,20,,,,,,,,,,,,,,,
J.T. Etheridge,NYY,SP,FA,23,,,,,,,,,,,,,,,
Willie Ethington,BOS,P,FA,31,,,,,,,,,,,,,,,
Ben Ethridge,MIN,SP,FA,23,,,,,,,,,,,,,,,
Will Ethridge,COL,P,FA,27,,,,,,,,,,,,,,,
Ryan Etsell,LAA,P,FA,33,,,,,,,,,,,,,,,
Luke Eubank,CLE,P,FA,31,,,,,,,,,,,,,,,
Alex Eubanks,TEX,P,FA,29,,,,,,,,,,,,,,,
Breiling Eusebio,COL,SP,FA,28,,,,,,,,,,,,,,,
Demarcus Evans,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Donye Evans,DET,RP,FA,23,,,,,,,,,,,,,,,
Wyatt Evans,(N/A),RP,FA,21,,,,,,,,,,,,,,,
Tommy Eveld,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Anthony Eyanson,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Allen Facundo,NYY,SP,FA,22,,,,,,,,,,,,,,,
Alex Fagalde,STL,RP,FA,30,,,,,,,,,,,,,,,
Jake Faherty,(N/A),RP,FA,21,,,,,,,,,,,,,,,
Austin Fairchild,KC,P,FA,30,,,,,,,,,,,,,,,
German Fajardo,SEA,SP,FA,24,,,,,,,,,,,,,,,
Rodolfo Fajardo,DET,SP,FA,25,,,,,,,,,,,,,,,
Yhoiker Fajardo,BOS,SP,FA,18,,,,,,,,,,,,,,,
Justin Fall,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Felix Familia,KC,RP,FA,29,,,,,,,,,,,,,,,
Jeurys Familia,(N/A),RP,FA,35,,,,,,,,,,,,,,,
Nick Fanti,PHI,RP,FA,28,,,,,,,,,,,,,,,
Jake Faria,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Steven Farinaro,STL,P,FA,29,,,,,,,,,,,,,,,
Greg Farone,SF,SP,FA,22,,,,,,,,,,,,,,,
Thomas Farr,CIN,SP,FA,25,,,,,,,,,,,,,,,
Luke Farrell,CHW,RP,FA,33,,,,,,,,,,,,,,,
James Farris,CHC,P,FA,32,,,,,,,,,,,,,,,
Mitch Farris,LAA,SP,FA,24,,,,,,,,,,,,,,,
John Fasola,TEX,RP,FA,33,,,,,,,,,,,,,,,
Kenny Faulk,DET,P,FA,37,,,,,,,,,,,,,,,
Andrew Faulkner,LAD,RP,FA,32,,,,,,,,,,,,,,,
Braeden Fausnaught,PHI,SP,FA,25,,,,,,,,,,,,,,,
Caden Favors,CLE,SP,FA,23,,,,,,,,,,,,,,,
Ryan Feczko,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Daniel Federman,BAL,SP,FA,26,,,,,,,,,,,,,,,
Cade Feeney,BOS,SP,FA,23,,,,,,,,,,,,,,,
Bryce Fehmel,SF,P,FA,28,,,,,,,,,,,,,,,
Brady Feigl,MIN,RP,FA,34,,,,,,,,,,,,,,,
Brady Feigl,ATH,SP,FA,29,,,,,,,,,,,,,,,
Angel Felipe,LAA,RP,FA,27,,,,,,,,,,,,,,,
Eddy Felix,DET,SP,FA,21,,,,,,,,,,,,,,,
Ignacio Feliz,MIA,SP,FA,25,,,,,,,,,,,,,,,
Jose Feliz,WSH,SP,FA,19,,,,,,,,,,,,,,,
Michael Feliz,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Neftali Feliz,SEA,RP,FA,36,,,,,,,,,,,,,,,
Drake Fellows,PIT,SP,FA,26,,,,,,,,,,,,,,,
Mason Felt,CIN,P,FA,30,,,,,,,,,,,,,,,
Durbin Feltman,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Wilmer Fenelon,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Connor Fenlong,KC,SP,FA,25,,,,,,,,,,,,,,,
Gray Fenter,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Mason Feole,SD,P,FA,26,,,,,,,,,,,,,,,
Andy Ferguson,KC,P,FA,36,,,,,,,,,,,,,,,
Chandler Ferguson,CLE,P,FA,27,,,,,,,,,,,,,,,
Jose Fermin,LAA,RP,FA,23,,,,,,,,,,,,,,,
Chavez Fernander,DET,RP,FA,27,,,,,,,,,,,,,,,
Anthony Fernandez,SEA,SP,FA,34,,,,,,,,,,,,,,,
Arjenis Fernandez,LAA,RP,FA,31,,,,,,,,,,,,,,,
Christian Fernandez,ATH,RP,FA,25,,,,,,,,,,,,,,,
Jomar Fernandez,BOS,SP,FA,20,,,,,,,,,,,,,,,
Jose Fernandez,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Jose Fernandez,MIA,RP,FA,21,,,,,,,,,,,,,,,
Julian Fernandez,LAD,RP,FA,29,,,,,,,,,,,,,,,
Junior Fernandez,KC,RP,FA,28,,,,,,,,,,,,,,,
Pablo Fernandez,LAD,SP,FA,35,,,,,,,,,,,,,,,
Pedro Fernandez,KC,SP,FA,30,,,,,,,,,,,,,,,
Raul Fernandez,COL,RP,FA,34,,,,,,,,,,,,,,,
Richard Fernandez,ATH,SP,FA,22,,,,,,,,,,,,,,,
Rigo Fernandez,CHW,P,FA,27,,,,,,,,,,,,,,,
Emilio Ferrebus,CHC,SP,FA,27,,,,,,,,,,,,,,,
Riley Ferrell,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Andinson Ferrer,NYM,SP,FA,20,,,,,,,,,,,,,,,
Jackson Ferris,LAD,SP,FA,21,,,,,,,,,,,,,,,
J.P. Feyereisen,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Colin Fields,DET,SP,FA,24,,,,,,,,,,,,,,,
Alvaro Figueroa,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Jefferson Figueroa,MIL,SP,FA,24,,,,,,,,,,,,,,,
David Filak,ATL,SP,FA,35,,,,,,,,,,,,,,,
Dylan File,SEA,SP,FA,28,,,,,,,,,,,,,,,
Heath Fillmyer,SD,RP,FA,30,,,,,,,,,,,,,,,
Joe Filomeno,TEX,P,FA,32,,,,,,,,,,,,,,,
Jack Findlay,STL,SP,FA,22,,,,,,,,,,,,,,,
Cre Finfrock,TOR,RP,FA,28,,,,,,,,,,,,,,,
Braidyn Fink,LAD,P,FA,26,,,,,,,,,,,,,,,
Drew Finley,(N/A),P,FA,28,,,,,,,,,,,,,,,
Jackson Finley,(N/A),RP,FA,24,,,,,,,,,,,,,,,
Brandon Finnegan,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Graham Firoved,(N/A),RP,FA,25,,,,,,,,,,,,,,,
Tyler Fischer,KC,RP,FA,26,,,,,,,,,,,,,,,
Braydon Fisher,TOR,RP,FA,24,,,,,,,,,,,,,,,
Cade Fisher,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Colin Fisher,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Hugh Fisher,ARI,RP,FA,26,,,,,,,,,,,,,,,
Nate Fisher,NYM,RP,FA,28,,,,,,,,,,,,,,,
Jake Fishman,MIA,RP,FA,30,,,,,,,,,,,,,,,
Conor Fisk,(N/A),SP,FA,32,,,,,,,,,,,,,,,
Evan Fitterer,MIA,SP,FA,24,,,,,,,,,,,,,,,
Jake Fitzgibbons,ARI,SP,FA,22,,,,,,,,,,,,,,,
Brian Fitzpatrick,MIL,SP,FA,24,,,,,,,,,,,,,,,
Ethan Flanagan,CHC,SP,FA,22,,,,,,,,,,,,,,,
Danny Flatt,NYY,SP,FA,20,,,,,,,,,,,,,,,
Kaleb Fleck,ARI,RP,FA,36,,,,,,,,,,,,,,,
Austin Fleet,SF,SP,FA,37,,,,,,,,,,,,,,,
William Fleming,KC,SP,FA,25,,,,,,,,,,,,,,,
Stu Flesland III,COL,SP,FA,24,,,,,,,,,,,,,,,
Aaron Fletcher,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Jose Fleury,HOU,SP,FA,22,,,,,,,,,,,,,,,
Jackson Flora,(N/A),SP,FA,19,,,,,,,,,,,,,,,
Dariel Florentino,PIT,SP,FA,19,,,,,,,,,,,,,,,
Jostin Florentino,CHC,RP,FA,20,,,,,,,,,,,,,,,
Juan Florentino,BOS,RP,FA,28,,,,,,,,,,,,,,,
Bernardo Flores Jr.,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Anthony Flores,MIL,RP,FA,20,,,,,,,,,,,,,,,
Jason Flores,(N/A),RP,FA,19,,,,,,,,,,,,,,,
Jesus Flores,MIL,SP,FA,19,,,,,,,,,,,,,,,
Miguel Flores,CLE,SP,FA,20,,,,,,,,,,,,,,,
Wilmer Flores,DET,RP,FA,24,,,,,,,,,,,,,,,
Santiago Florez,PIT,SP,FA,24,,,,,,,,,,,,,,,
Deivy Florido,(N/A),SP,FA,24,,,,,,,,,,,,,,,
