Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,G,SV,HLD,SVH,IP,SO,K/9,BB/9,PitchingTeamid
Federik Jimenez,(N/A),RP,FA,20,,,,,,,,,,,,,,,
Francisco Jimenez,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Humberto Jimenez,TB,RP,FA,0,,,,,,,,,,,,,,,
Ibrahyn Jimenez,SD,SP,FA,18,,,,,,,,,,,,,,,
Jhomber Jimenez,TB,SP,FA,19,,,,,,,,,,,,,,,
Jhonny Jimenez,LAD,RP,FA,0,,,,,,,,,,,,,,,
Jimenez Jimenez,SEA,RP,FA,17,,,,,,,,,,,,,,,
Linbel Jimenez,MIL,SP,FA,20,,,,,,,,,,,,,,,
Ludwin Jimenez,(N/A),RP,FA,23,,,,,,,,,,,,,,,
Luis Jimenez,TEX,RP,FA,27,,,,,,,,,,,,,,,
Melvin Jimenez,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Wilmer Jimenez,KC,RP,FA,26,,,,,,,,,,,,,,,
Johendi Jiminian,COL,SP,FA,32,,,,,,,,,,,,,,,
Woo Jin An,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Woo-Young Jin,KC,SP,FA,24,,,,,,,,,,,,,,,
Nick Jobst,BAL,P,FA,30,,,,,,,,,,,,,,,
Jake Johansen,(N/A),P,FA,34,,,,,,,,,,,,,,,
Jordan John,DET,P,FA,34,,,,,,,,,,,,,,,
Ben Johnson,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Bjorn Johnson,MIL,SP,FA,20,,,,,,,,,,,,,,,
Boby Johnson,COL,P,FA,27,,,,,,,,,,,,,,,
Brandon Johnson,KC,SP,FA,25,,,,,,,,,,,,,,,
Brian Johnson,(N/A),SP,FA,34,,,,,,,,,,,,,,,
Bryar Johnson,KC,P,FA,25,,,,,,,,,,,,,,,
Cameron Johnson,(N/A),SP,FA,20,,,,,,,,,,,,,,,
DJ Johnson,(N/A),RP,FA,35,,,,,,,,,,,,,,,
Drasen Johnson,COL,SP,FA,33,,,,,,,,,,,,,,,
Graham Johnson,MIA,P,FA,35,,,,,,,,,,,,,,,
Hobbs Johnson,MIL,P,FA,33,,,,,,,,,,,,,,,
Jacob Johnson,CIN,SP,FA,34,,,,,,,,,,,,,,,
Jake Johnson,CIN,RP,FA,31,,,,,,,,,,,,,,,
Jared Johnson,WSH,P,FA,29,,,,,,,,,,,,,,,
Jared Johnson,ATH,RP,FA,23,,,,,,,,,,,,,,,
Jay Johnson,PHI,RP,FA,35,,,,,,,,,,,,,,,
Jeffrey Johnson,CLE,P,FA,35,,,,,,,,,,,,,,,
Joe Johnson,BAL,RP,FA,30,,,,,,,,,,,,,,,
Jordan Johnson,SF,SP,FA,31,,,,,,,,,,,,,,,
Kyle Johnson,(N/A),SP,FA,19,,,,,,,,,,,,,,,
Lebarron Johnson,COL,SP,FA,22,,,,,,,,,,,,,,,
Luke Johnson,WSH,SP,FA,22,,,,,,,,,,,,,,,
Marcus Johnson,TB,SP,FA,24,,,,,,,,,,,,,,,
Marques Johnson,SF,RP,FA,24,,,,,,,,,,,,,,,
MD Johnson,MIA,SP,FA,27,,,,,,,,,,,,,,,
Nick Johnson,CHW,P,FA,29,,,,,,,,,,,,,,,
Preston Johnson,BAL,SP,FA,24,,,,,,,,,,,,,,,
Ryan Johnson,LAA,SP,FA,22,,,,,,,,,,,,,,,
Stephen Johnson,SF,RP,FA,34,,,,,,,,,,,,,,,
Trent Johnson,NYM,P,FA,28,,,,,,,,,,,,,,,
Ty Johnson,TB,SP,FA,23,,,,,,,,,,,,,,,
Kyle Johnston,TOR,SP,FA,28,,,,,,,,,,,,,,,
Reid Johnston,CLE,SP,FA,25,,,,,,,,,,,,,,,
Will Johnston,ATH,SP,FA,24,,,,,,,,,,,,,,,
Connor Johnstone,ATL,SP,FA,30,,,,,,,,,,,,,,,
Brock Jones,(N/A),SP,FA,23,,,,,,,,,,,,,,,
Damon Jones,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Devin Jones,BAL,P,FA,34,,,,,,,,,,,,,,,
Eli Jones,MIN,SP,FA,21,,,,,,,,,,,,,,,
Holt Jones,MIA,RP,FA,25,,,,,,,,,,,,,,,
Jordan Jones,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Kyle Jones,MIN,SP,FA,25,,,,,,,,,,,,,,,
Nick Jones,LAA,SP,FA,26,,,,,,,,,,,,,,,
Stephen Jones,SD,RP,FA,27,,,,,,,,,,,,,,,
Tanner Jones,KC,SP,FA,21,,,,,,,,,,,,,,,
Zack Jones,MIN,RP,FA,34,,,,,,,,,,,,,,,
Andrew Jordan,CIN,P,FA,27,,,,,,,,,,,,,,,
Brannon Jordan,MIL,SP,FA,26,,,,,,,,,,,,,,,
Dylan Jordan,LAA,SP,FA,19,,,,,,,,,,,,,,,
Mitchell Jordan,ATH,P,FA,29,,,,,,,,,,,,,,,
Felix Jorge,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Elison Joseph,ATL,SP,FA,24,,,,,,,,,,,,,,,
Jimmy Joyce,SEA,RP,FA,26,,,,,,,,,,,,,,,
Chandler Jozwiak,MIA,RP,FA,26,,,,,,,,,,,,,,,
Deok Ju Ham,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Jorge Juan,ATL,SP,FA,25,,,,,,,,,,,,,,,
Daniel Juarez,NYM,SP,FA,24,,,,,,,,,,,,,,,
Victor Juarez,COL,P,FA,21,,,,,,,,,,,,,,,
Nicholas Judice,BOS,SP,FA,23,,,,,,,,,,,,,,,
Grant Judkins,ATH,SP,FA,27,,,,,,,,,,,,,,,
Hayden Juenger,TOR,RP,FA,24,,,,,,,,,,,,,,,
Erick Julio,COL,RP,FA,28,,,,,,,,,,,,,,,
Gage Jump,ATH,SP,FA,21,,,,,,,,,,,,,,,
Woo Young Jung,(N/A),RP,FA,25,,,,,,,,,,,,,,,
Janson Junk,MIA,SP,FA,29,,,,,,,,,,,,,,,
Cameron Junker,PIT,P,FA,27,,,,,,,,,,,,,,,
Ariel Jurado,MIN,RP,FA,29,,,,,,,,,,,,,,,
Francisco Justo,STL,P,FA,26,,,,,,,,,,,,,,,
Salvador Justo,COL,RP,FA,30,,,,,,,,,,,,,,,
Chris Kachmar,CHC,SP,FA,28,,,,,,,,,,,,,,,
Mike Kaelin,LAA,P,FA,30,,,,,,,,,,,,,,,
Cullen Kafka,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Ian Kahaloa,CIN,P,FA,27,,,,,,,,,,,,,,,
Kasey Kalich,(N/A),SP,FA,26,,,,,,,,,,,,,,,
Jake Kalish,(N/A),SP,FA,33,,,,,,,,,,,,,,,
Jace Kaminska,COL,SP,FA,23,,,,,,,,,,,,,,,
Rob Kaminsky,STL,SP,FA,30,,,,,,,,,,,,,,,
Justin Kamplain,NYY,P,FA,32,,,,,,,,,,,,,,,
Tommy Kane,SF,RP,FA,23,,,,,,,,,,,,,,,
James Kaprielian,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Nathan Karaffa,PHI,SP,FA,24,,,,,,,,,,,,,,,
Reece Karalus,TB,P,FA,30,,,,,,,,,,,,,,,
Ricky Karcher,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Nate Karns,(N/A),SP,FA,37,,,,,,,,,,,,,,,
Andrew Karp,WSH,P,FA,29,,,,,,,,,,,,,,,
Jared Karros,LAD,SP,FA,24,,,,,,,,,,,,,,,
Marshall Kasowski,LAD,RP,FA,29,,,,,,,,,,,,,,,
Alex Katz,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Karl Kauffmann,COL,SP,FA,27,,,,,,,,,,,,,,,
Rylan Kaufman,(N/A),RP,FA,25,,,,,,,,,,,,,,,
Anthony Kay,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Chris Kean,NYY,SP,FA,22,,,,,,,,,,,,,,,
Sebastian Keane,NYY,SP,FA,24,,,,,,,,,,,,,,,
Daniel Keaney,TEX,SP,FA,20,,,,,,,,,,,,,,,
Matt Keating,NYY,SP,FA,24,,,,,,,,,,,,,,,
Patrick Keating,KC,RP,FA,37,,,,,,,,,,,,,,,
Sam Keating,SD,SP,FA,26,,,,,,,,,,,,,,,
Josh Keaton,BAL,P,FA,31,,,,,,,,,,,,,,,
Jerry Keel,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Tyler Keele,ARI,P,FA,31,,,,,,,,,,,,,,,
Seth Keener,CHW,SP,FA,23,,,,,,,,,,,,,,,
Janzen Keisel,TB,SP,FA,22,,,,,,,,,,,,,,,
Keone Kela,ARI,RP,FA,31,,,,,,,,,,,,,,,
Brian Keller,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Kyle Keller,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Seth Keller,ATL,RP,FA,19,,,,,,,,,,,,,,,
Jackson Kelley,TEX,RP,FA,24,,,,,,,,,,,,,,,
Jared Kelley,CHW,P,FA,23,,,,,,,,,,,,,,,
Trevor Kelley,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Branden Kelliher,ATH,P,FA,29,,,,,,,,,,,,,,,
Owen Kellington,PIT,SP,FA,22,,,,,,,,,,,,,,,
Ryan Kellogg,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Antoine Kelly,COL,RP,FA,25,,,,,,,,,,,,,,,
Antwone Kelly,PIT,SP,FA,21,,,,,,,,,,,,,,,
Casey Kelly,ARI,RP,FA,35,,,,,,,,,,,,,,,
Justin Kelly,ATL,RP,FA,31,,,,,,,,,,,,,,,
Levi Kelly,ARI,SP,FA,25,,,,,,,,,,,,,,,
Michael Kelly,ATH,SP,FA,32,,,,,,,,,,,,,,,
Parker Kelly,STL,P,FA,27,,,,,,,,,,,,,,,
Rafael Kelly,(N/A),SP,FA,27,,,,,,,,,,,,,,,
Jake Kelzer,PHI,P,FA,31,,,,,,,,,,,,,,,
Kannon Kemp,SD,SP,FA,20,,,,,,,,,,,,,,,
William Kempner,MIA,RP,FA,23,,,,,,,,,,,,,,,
Dalton Kendrick,LAA,RP,FA,24,,,,,,,,,,,,,,,
Brett Kennedy,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Michael Kennedy,CLE,SP,FA,20,,,,,,,,,,,,,,,
Tyler Kennedy,PIT,SP,FA,22,,,,,,,,,,,,,,,
Sam Kennelly,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Barrett Kent,LAA,SP,FA,20,,,,,,,,,,,,,,,
Jackson Kent,WSH,SP,FA,22,,,,,,,,,,,,,,,
Matt Kent,MIA,RP,FA,32,,,,,,,,,,,,,,,
Steven Kent,ATL,SP,FA,35,,,,,,,,,,,,,,,
Zak Kent,CLE,RP,FA,27,,,,,,,,,,,,,,,
Ray Kerr,ATL,RP,FA,30,,,,,,,,,,,,,,,
Brett Kerry,LAA,SP,FA,25,,,,,,,,,,,,,,,
Sebastian Kessay,HOU,P,FA,31,,,,,,,,,,,,,,,
Sam Kessler,DET,RP,FA,27,,,,,,,,,,,,,,,
Dallas Keuchel,(N/A),SP,FA,37,,,,,,,,,,,,,,,
Keythel Key,LAA,SP,FA,21,,,,,,,,,,,,,,,
Denton Keys,PHI,P,FA,30,,,,,,,,,,,,,,,
J.C. Keys,CIN,P,FA,28,,,,,,,,,,,,,,,
Tyler Keysor,CIN,RP,FA,27,,,,,,,,,,,,,,,
Mike Kickham,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Hunter Kiel,CHW,P,FA,28,,,,,,,,,,,,,,,
Tanner Kiest,LAD,RP,FA,30,,,,,,,,,,,,,,,
Griffin Kilander,BOS,RP,FA,21,,,,,,,,,,,,,,,
Mitchell Kilkenny,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Keylan Killgore,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Franklyn Kilome,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Kwang Hyun Kim,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Seo Hyeon Kim,(N/A),RP,FA,20,,,,,,,,,,,,,,,
Will Kincanon,CHW,P,FA,29,,,,,,,,,,,,,,,
Larson Kindreich,TEX,SP,FA,25,,,,,,,,,,,,,,,
Brendan King,CHC,P,FA,30,,,,,,,,,,,,,,,
Dylan King,LAA,P,FA,28,,,,,,,,,,,,,,,
Garett King,DET,P,FA,28,,,,,,,,,,,,,,,
Jacob King,MIN,SP,FA,23,,,,,,,,,,,,,,,
Johnny King,TOR,SP,FA,18,,,,,,,,,,,,,,,
Joseph King,STL,SP,FA,24,,,,,,,,,,,,,,,
Justin King,MIA,RP,FA,27,,,,,,,,,,,,,,,
Wenderlyn King,MIL,SP,FA,19,,,,,,,,,,,,,,,
Zach King,MIA,SP,FA,26,,,,,,,,,,,,,,,
Nick Kingham,(N/A),SP,FA,33,,,,,,,,,,,,,,,
Nolan Kingham,ATL,SP,FA,28,,,,,,,,,,,,,,,
Jimmy Kingsbury,SEA,SP,FA,26,,,,,,,,,,,,,,,
Kyle Kinman,ATL,P,FA,34,,,,,,,,,,,,,,,
Jake Kinney,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Grant Kipp,CHC,SP,FA,25,,,,,,,,,,,,,,,
Jordan Kipper,LAA,P,FA,32,,,,,,,,,,,,,,,
Chance Kirby,DET,P,FA,29,,,,,,,,,,,,,,,
Devin Kirby,MIN,SP,FA,25,,,,,,,,,,,,,,,
Nathan Kirby,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Michael Kirian,WSH,RP,FA,26,,,,,,,,,,,,,,,
Austin Kirk,CHC,SP,FA,34,,,,,,,,,,,,,,,
Trevor Kirk,NYY,SP,FA,24,,,,,,,,,,,,,,,
William Kirk,(N/A),SP,FA,19,,,,,,,,,,,,,,,
Doug Kirkland,KC,SP,FA,24,,,,,,,,,,,,,,,
Christopher Kirsch,TB,P,FA,33,,,,,,,,,,,,,,,
Cole Kirschsieper,MIA,SP,FA,24,,,,,,,,,,,,,,,
Brady Kirtner,NYY,SP,FA,23,,,,,,,,,,,,,,,
Danny Kirwin,BOS,RP,FA,25,,,,,,,,,,,,,,,
Alec Kisena,DET,P,FA,29,,,,,,,,,,,,,,,
Jacob Kisting,MIN,SP,FA,21,,,,,,,,,,,,,,,
Yujo Kitagata,LAD,SP,FA,31,,,,,,,,,,,,,,,
Austin Kitchen,SEA,RP,FA,28,,,,,,,,,,,,,,,
Jeremy Kivel,CIN,P,FA,31,,,,,,,,,,,,,,,
George Klassen,LAA,SP,FA,23,,,,,,,,,,,,,,,
Kole Klecker,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Dan Klein,BAL,RP,FA,36,,,,,,,,,,,,,,,
John Klein,MIN,SP,FA,22,,,,,,,,,,,,,,,
Ben Klimesh,CIN,P,FA,34,,,,,,,,,,,,,,,
Alexander Kline,PHI,RP,FA,30,,,,,,,,,,,,,,,
Branden Kline,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Gabe Klobosits,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Corey Kluber,(N/A),SP,FA,38,,,,,,,,,,,,,,,
Jacob Kmatz,(N/A),SP,FA,22,,,,,,,,,,,,,,,
Aidan Knaak,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Brandon Knarr,MIL,SP,FA,26,,,,,,,,,,,,,,,
Corey Knebel,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Reiss Knehr,SD,SP,FA,28,,,,,,,,,,,,,,,
Blaine Knight,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Dusten Knight,(N/A),RP,FA,34,,,,,,,,,,,,,,,
Michael Knorr,HOU,SP,FA,24,,,,,,,,,,,,,,,
Josh Knoth,MIL,SP,FA,19,,,,,,,,,,,,,,,
Antonio Knowles,LAD,RP,FA,25,,,,,,,,,,,,,,,
Lucas Knowles,WSH,RP,FA,26,,,,,,,,,,,,,,,
Nate Knowles,TB,SP,FA,21,,,,,,,,,,,,,,,
Sam Knowlton,ARI,RP,FA,24,,,,,,,,,,,,,,,
Collin Kober,SEA,RP,FA,30,,,,,,,,,,,,,,,
Scott Kobos,CHC,RP,FA,27,,,,,,,,,,,,,,,
Will Kobos,PIT,RP,FA,27,,,,,,,,,,,,,,,
Brandon Koch,TB,P,FA,31,,,,,,,,,,,,,,,
Brandon Patrick Koch,MIA,RP,FA,29,,,,,,,,,,,,,,,
Matt Koch,(N/A),RP,FA,34,,,,,,,,,,,,,,,
Ian Koenig,SD,SP,FA,23,,,,,,,,,,,,,,,
Brody Koerner,CHW,RP,FA,31,,,,,,,,,,,,,,,
Tanner Kohlhepp,DET,SP,FA,25,,,,,,,,,,,,,,,
Zach Kohn,NYY,P,FA,27,,,,,,,,,,,,,,,
Adam Kolarek,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Tyler Kolek,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Xavier Kolhosser,MIN,SP,FA,21,,,,,,,,,,,,,,,
Jared Kollar,SD,SP,FA,26,,,,,,,,,,,,,,,
Brandon Komar,CIN,RP,FA,25,,,,,,,,,,,,,,,
Chang-mo Koo,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Kenny Koplove,PHI,P,FA,31,,,,,,,,,,,,,,,
Ronan Kopp,LAD,SP,FA,22,,,,,,,,,,,,,,,
Kevin Kopps,SD,RP,FA,28,,,,,,,,,,,,,,,
Jacob Kostyshock,COL,P,FA,27,,,,,,,,,,,,,,,
Rhett Kouba,HOU,SP,FA,25,,,,,,,,,,,,,,,
Michael Koval,(N/A),P,FA,29,,,,,,,,,,,,,,,
Neil Kozikowski,PIT,P,FA,29,,,,,,,,,,,,,,,
Nick Krauth,TEX,SP,FA,25,,,,,,,,,,,,,,,
Evan Kravetz,CIN,RP,FA,28,,,,,,,,,,,,,,,
Joey Krehbiel,TB,RP,FA,32,,,,,,,,,,,,,,,
Harrison Kreiling,SEA,SP,FA,22,,,,,,,,,,,,,,,
Austin Krob,SD,SP,FA,25,,,,,,,,,,,,,,,
Jacob Kroeger,ATL,SP,FA,24,,,,,,,,,,,,,,,
Matt Krook,ATH,SP,FA,30,,,,,,,,,,,,,,,
Evan Kruczynski,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Austin Krzeminski,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Kyle Kubat,CHW,RP,FA,32,,,,,,,,,,,,,,,
David Kubiak,(N/A),SP,FA,35,,,,,,,,,,,,,,,
Austin Kubitza,DET,SP,FA,33,,,,,,,,,,,,,,,
Hunter Kublick,STL,SP,FA,21,,,,,,,,,,,,,,,
John Kuchno,PIT,P,FA,33,,,,,,,,,,,,,,,
Ben Kudrna,KC,SP,FA,22,,,,,,,,,,,,,,,
Jacob Kuebler,KC,P,FA,35,,,,,,,,,,,,,,,
Cade Kuehler,ATL,SP,FA,22,,,,,,,,,,,,,,,
Justin Kuehn,CHW,P,FA,37,,,,,,,,,,,,,,,
Tate Kuehner,MIL,SP,FA,24,,,,,,,,,,,,,,,
Chad Kuhl,ATL,SP,FA,32,,,,,,,,,,,,,,,
Travis Kuhn,SEA,RP,FA,26,,,,,,,,,,,,,,,
Tegan Kuhns,(N/A),SP,FA,18,,,,,,,,,,,,,,,
Cody Kukuk,BOS,P,FA,31,,,,,,,,,,,,,,,
Aaron Kurcz,CHC,RP,FA,34,,,,,,,,,,,,,,,
Joe Kurrasch,SF,P,FA,33,,,,,,,,,,,,,,,
Cody Kurz,ATL,P,FA,32,,,,,,,,,,,,,,,
Masumi Kuwata,PIT,P,FA,0,,,,,,,,,,,,,,,
Nick Kuzia,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Anton Kuznetsov,PHI,RP,FA,26,,,,,,,,,,,,,,,
Robert Kwiatkowski,CHC,RP,FA,27,,,,,,,,,,,,,,,
A.J. Labas,NYM,P,FA,26,,,,,,,,,,,,,,,
Randy Labaut,PIT,RP,FA,28,,,,,,,,,,,,,,,
Jack Labosky,TB,P,FA,28,,,,,,,,,,,,,,,
Jairo Labourt,TB,RP,FA,30,,,,,,,,,,,,,,,
Jorge Labrador,SF,RP,FA,25,,,,,,,,,,,,,,,
Shelby Lackey,COL,P,FA,27,,,,,,,,,,,,,,,
Nick Lackney,PHI,P,FA,27,,,,,,,,,,,,,,,
Mathias LaCombe,CHW,SP,FA,22,,,,,,,,,,,,,,,
Asa Lacy,KC,SP,FA,25,,,,,,,,,,,,,,,
Rollie Lacy,TB,P,FA,29,,,,,,,,,,,,,,,
Jack Lafflam,(N/A),"C,SP",FA,18,,,,,,,,,,,,,,,
Carlos Lagrange,NYY,SP,FA,21,,,,,,,,,,,,,,,
Brady Lail,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Nicolas Laio,TEX,P,FA,27,,,,,,,,,,,,,,,
Dane Lais,SD,SP,FA,19,,,,,,,,,,,,,,,
Deshorn Lake,BOS,P,FA,31,,,,,,,,,,,,,,,
Jared Lakind,PIT,RP,FA,32,,,,,,,,,,,,,,,
Travis Lakins Sr.,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Henry Lalane,NYY,SP,FA,20,,,,,,,,,,,,,,,
William LaMarche,MIN,P,FA,33,,,,,,,,,,,,,,,
Ryan Lambert,NYM,RP,FA,22,,,,,,,,,,,,,,,
Mitch Lambson,(N/A),SP,FA,34,,,,,,,,,,,,,,,
Dinelson Lamet,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Justin Lamkin,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Jackson Lancaster,TB,RP,FA,25,,,,,,,,,,,,,,,
Carson Lance,DET,P,FA,29,,,,,,,,,,,,,,,
Stephen Landazuri,SEA,SP,FA,33,,,,,,,,,,,,,,,
Andrew Landry,NYY,SP,FA,23,,,,,,,,,,,,,,,
Nathan Landry,BOS,SP,FA,25,,,,,,,,,,,,,,,
Trey Lang,CHC,P,FA,32,,,,,,,,,,,,,,,
Justin Lange,NYY,SP,FA,23,,,,,,,,,,,,,,,
Ty Langenberg,MIN,SP,FA,23,,,,,,,,,,,,,,,
L.P. Langevin,KC,RP,FA,22,,,,,,,,,,,,,,,
Dan Langfield,CIN,P,FA,34,,,,,,,,,,,,,,,
Colby Langford,HOU,SP,FA,22,,,,,,,,,,,,,,,
Ryan Langford,(N/A),RP,FA,25,,,,,,,,,,,,,,,
Miles Langhorne,MIL,SP,FA,21,,,,,,,,,,,,,,,
Jake Lankie,(N/A),SP,FA,20,,,,,,,,,,,,,,,
Lucas Lanphere,TEX,P,FA,29,,,,,,,,,,,,,,,
Cale Lansville,SF,SP,FA,22,,,,,,,,,,,,,,,
Ethan Lanthier,NYM,RP,FA,21,,,,,,,,,,,,,,,
Lisnerkin Lantigua,CIN,SP,FA,20,,,,,,,,,,,,,,,
Andrew Lantrip,CLE,P,FA,29,,,,,,,,,,,,,,,
Sauryn Lao,SEA,RP,FA,25,,,,,,,,,,,,,,,
Tyler LaPorte,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Tommy LaPour,(N/A),SP,FA,19,,,,,,,,,,,,,,,
Andry Lara,WSH,SP,FA,22,,,,,,,,,,,,,,,
Davidxon Lara,LAA,SP,FA,18,,,,,,,,,,,,,,,
Janser Lara,TEX,RP,FA,28,,,,,,,,,,,,,,,
Jhancarlos Lara,ATL,SP,FA,22,,,,,,,,,,,,,,,
Miguel Lara,TB,SP,FA,27,,,,,,,,,,,,,,,
Rainy Lara,NYM,SP,FA,33,,,,,,,,,,,,,,,
Mac Lardner,STL,SP,FA,27,,,,,,,,,,,,,,,
Cesar Lares,MIN,SP,FA,21,,,,,,,,,,,,,,,
Conor Larkin,TOR,SP,FA,25,,,,,,,,,,,,,,,
Turner Larkins,TOR,P,FA,29,,,,,,,,,,,,,,,
Denny Larrondo,NYY,SP,FA,22,,,,,,,,,,,,,,,
Kyle Larsen,TEX,SP,FA,21,,,,,,,,,,,,,,,
Blake Larson,CHW,SP,FA,19,,,,,,,,,,,,,,,
Carson LaRue,(N/A),SP,FA,28,,,,,,,,,,,,,,,
John Lash,(N/A),SP,FA,18,,,,,,,,,,,,,,,
Luke Lashutka,MIA,SP,FA,22,,,,,,,,,,,,,,,
Adam Laskey,MIA,RP,FA,26,,,,,,,,,,,,,,,
Rafael Lasorsa,ATL,SP,FA,17,,,,,,,,,,,,,,,
Will Latcham,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Anyer Laureano,CIN,RP,FA,22,,,,,,,,,,,,,,,
Alejandro Lavandero,MIL,P,FA,31,,,,,,,,,,,,,,,
Cody Laweryson,MIN,P,FA,26,,,,,,,,,,,,,,,
Casey Lawrence,SEA,SP,FA,37,,,,,,,,,,,,,,,
Colson Lawrence,MIA,RP,FA,23,,,,,,,,,,,,,,,
Holden Laws,(N/A),P,FA,25,,,,,,,,,,,,,,,
Justin Lawson,NYM,SP,FA,24,,,,,,,,,,,,,,,
Josh Laxer,DET,P,FA,31,,,,,,,,,,,,,,,
Billy Layne Jr.,TEX,P,FA,28,,,,,,,,,,,,,,,
Aidan Layton,ATH,SP,FA,23,,,,,,,,,,,,,,,
Hudson Leach,HOU,RP,FA,22,,,,,,,,,,,,,,,
Antawn Leal,TB,RP,FA,18,,,,,,,,,,,,,,,
David Leal,ATH,RP,FA,27,,,,,,,,,,,,,,,
Erick Leal,NYY,SP,FA,29,,,,,,,,,,,,,,,
Aaron Leasher,(N/A),SP,FA,28,,,,,,,,,,,,,,,
Jackson Leath,(N/A),SP,FA,25,,,,,,,,,,,,,,,
Zack Leban,MIA,P,FA,28,,,,,,,,,,,,,,,
Randy LeBlanc,MIN,P,FA,32,,,,,,,,,,,,,,,
David Lebron,(N/A),SP,FA,31,,,,,,,,,,,,,,,
Jackxarel Lebron,TOR,P,FA,24,,,,,,,,,,,,,,,
Jaimito Lebron,SD,SP,FA,28,,,,,,,,,,,,,,,
David Ledbetter,TEX,P,FA,33,,,,,,,,,,,,,,,
Luis Ledo,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Andrew Lee,WSH,P,FA,31,,,,,,,,,,,,,,,
Brett Lee,MIN,P,FA,34,,,,,,,,,,,,,,,
Chansol Lee,BOS,SP,FA,19,,,,,,,,,,,,,,,
Chase Lee,DET,RP,FA,26,,,,,,,,,,,,,,,
Chen-Hsun Lee,SF,SP,FA,23,,,,,,,,,,,,,,,
Chris Lee,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Eui Lee Lee,(N/A),SP,FA,22,,,,,,,,,,,,,,,
Evan Lee,(N/A),RP,FA,27,,,,,,,,,,,,,,,
Jacob Lee,LAA,P,FA,35,,,,,,,,,,,,,,,
Jeremy Lee,MIN,SP,FA,23,,,,,,,,,,,,,,,
Justin Lee,(N/A),SP,FA,19,,,,,,,,,,,,,,,
Nick Lee,(N/A),P,FA,34,,,,,,,,,,,,,,,
Zach Lee,COL,RP,FA,33,,,,,,,,,,,,,,,
Zack Lee,DET,SP,FA,24,,,,,,,,,,,,,,,
Andrew Leenhouts,SF,P,FA,34,,,,,,,,,,,,,,,
Ben Leeper,CHC,RP,FA,27,,,,,,,,,,,,,,,
Jack Leftwich,CLE,RP,FA,26,,,,,,,,,,,,,,,
Luke Leftwich,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Taylor Lehman,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Connor Lehmann,SD,P,FA,28,,,,,,,,,,,,,,,
Dalton Lehnen,NYY,P,FA,28,,,,,,,,,,,,,,,
Zac Leigh,CHC,RP,FA,27,,,,,,,,,,,,,,,
Aldo Leija,SD,SP,FA,20,,,,,,,,,,,,,,,
Kenny Leiner,BAL,SP,FA,23,,,,,,,,,,,,,,,
Cam Leiter,(N/A),SP,FA,21,,,,,,,,,,,,,,,
Mack Lemieux,ARI,P,FA,28,,,,,,,,,,,,,,,
