Name,Team,Position,Status,Age,PitchingTeamId,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,G,SV,HLD,SVH,IP,SO,K/9,BB/9
Brady Basso,ATH,SP,FA,27,,-9.372504199,-11.67597605,,3,1,3.88516,55,0,5,5,61,56,8.25626,2.43168
Chris Roycroft,STL,SP,FA,27,,-16.36691524,-20.22366956,,3,0,4.12978,51,0,4,4,51,42,7.47178,4.05069
Bryan King,HOU,SP,FA,28,,-10.37980729,-12.90697578,,2,0,3.82517,60,0,12,12,60,60,8.98446,3.83975
Emerson Hancock,SEA,SP,FA,25,,-20.30526164,-25.03662347,,2,2,4.65214,18,0,1,1,46,33,6.42648,2.97178
Brock Stewart,MIN,RP,FA,33,,2.32044135,2.613678106,,3,0,3.14018,56,1,9,10,56,72,11.5479,3.56174
Brenan Hanifee,DET,SP,FA,26,,-12.45840275,-15.44717492,,2,0,3.84085,44,0,1,1,44,34,6.9927,2.38461
Hogan Harris,ATH,SP,FA,28,,-16.85468917,-20.81976579,,2,0,4.2958,41,0,1,1,41,37,8.21039,4.04392
Tom Cosgrove,SD,RP,FA,28,,-16.5032956,-20.39033657,,2,0,4.28154,46,0,1,1,46,43,8.41187,3.82612
Tommy Nance,TOR,RP,FA,33,,-12.79697898,-15.8609404,,3,0,4.1595,54,0,7,7,54,48,8.01505,3.20881
Luarbert Arias,MIA,RP,FA,24,,-16.58337497,-20.48819954,,3,0,4.58797,44,0,1,1,44,39,8.00945,3.43072
Jaden Hill,COL,SP,FA,25,,-21.61683436,-26.63946345,,2,0,5.00782,42,0,1,1,42,37,7.87601,3.69072
Jake Woodford,COL,SP,FA,28,,1,1,,0,0,4.78087,10,0,1,1,10,7,6.73506,2.71867
Tony Santillan,CIN,RP,FA,27,,-11.81593575,-14.66203219,,3,0,4.39047,58,1,11,12,58,66,10.2395,4.1911
Tyler Gilbert,CHW,RP,FA,31,,-16.04142211,-19.82589261,,2,0,4.52329,54,3,6,9,54,44,7.40309,2.75993
Peter Strzelecki,PIT,RP,FA,30,,1,1,,1,0,4.47644,26,0,1,1,26,23,7.98921,3.59975
Matt Bowman,BAL,RP,FA,33,,1,1,,1,0,4.52576,19,0,1,1,19,16,7.44689,3.65151
Tanner Gordon,COL,SP,FA,26,,-21.64898818,-26.67875782,,2,1,4.99882,33,0,1,1,39,28,6.44202,2.21707
Brant Hurter,DET,SP,FA,26,,-9.865968522,-12.27902637,,2,0,3.78484,43,0,1,1,43,35,7.40724,2.09082
Devin Sweet,PHI,RP,FA,28,,-14.11420148,-17.47068483,,3,0,4.60725,36,0,1,1,36,36,8.94339,3.77657
Anderson Pilar,ATL,RP,FA,27,,-16.12332793,-19.92598764,,2,0,4.26999,50,0,4,4,50,43,7.69938,3.06834
Kaleb Ort,HOU,RP,FA,33,,-11.22831309,-13.94391334,,3,0,4.24344,62,0,13,13,62,64,9.22106,3.70607
Bryan Baker,BAL,RP,FA,30,,-12.60599136,-15.62753924,,2,0,3.96701,46,0,1,1,46,47,9.122,3.72147
Robert Stephenson,LAA,RP,FA,32,,1,1,,2,0,3.87278,32,0,1,1,32,39,11.1062,2.90984
Sem Robberse,STL,SP,FA,23,,1,1,,1,0,4.18911,21,0,1,1,21,17,7.26769,2.91666
Zack Thompson,STL,RP,FA,27,,-14.22694117,-17.60846117,,2,0,3.95022,40,0,1,1,40,40,9.01463,3.96822
Albert Abreu,CIN,RP,FA,29,,1,1,,0,0,4.50228,10,0,1,1,10,10,9.02232,4.22955
Ron Marinaccio,SD,RP,FA,29,,-14.71922064,-18.21006351,,2,0,4.21987,40,0,1,1,40,40,9.08947,4.30989
Kyle Nelson,ARI,RP,FA,28,,1,1,,2,0,4.01042,35,0,1,1,35,34,8.626,3.41551
George Soriano,MIA,RP,FA,25,,-19.4131982,-23.94645522,,2,0,4.47949,48,0,1,1,48,45,8.47602,3.91447
Eduardo Salazar,WSH,SP,FA,26,,-20.3469459,-25.08756476,,2,0,4.47335,50,0,4,4,50,37,6.61311,3.62268
Lou Trivino,SF,RP,FA,33,,-12.9589877,-16.05892718,,4,0,4.35351,56,0,10,10,56,53,8.4788,3.7704
Bradley Blalock,COL,SP,FA,24,,-28.52468201,-35.08137003,,2,1,5.26566,29,0,1,1,49,36,6.5718,3.48351
Troy Taylor,SEA,RP,FA,23,,-10.96130519,-13.61760971,,3,0,3.98955,54,0,4,4,54,54,8.99912,3.64266
Josh Staumont,CIN,RP,FA,31,,1,1,,1,0,4.39222,28,0,1,1,28,28,9.01769,4.61203
Sean Reid-Foley,NYM,RP,FA,29,,-10.76462269,-13.37724898,,3,0,3.83518,51,0,7,7,51,58,10.2582,4.77828
Chris Devenski,NYM,RP,FA,34,,1,1,,1,0,4.60743,19,0,1,1,19,18,8.46545,3.16319
Will Warren,NYY,SP,FA,25,,-14.00126825,-17.33267197,,2,1,4.11618,31,0,1,1,45,43,8.58786,2.91951
Dauri Moreta,PIT,RP,FA,28,,-12.89806054,-15.98446963,,2,0,4.12431,37,0,1,1,37,39,9.41092,3.65683
Kevin Herget,NYM,RP,FA,33,,1,1,,2,0,4.14129,34,0,1,1,34,29,7.71396,2.57142
Grant Anderson,MIL,P,FA,27,,1,1,,1,0,4.34938,28,0,1,1,28,28,9.04846,3.48439
Connor Brogdon,LAA,RP,FA,30,,-15.98277424,-19.75422052,,2,0,4.55341,38,0,1,1,38,38,8.95753,3.66689
Ethan Roberts,CHC,RP,FA,27,,1,1,,1,0,4.18485,35,0,1,1,35,35,8.88533,3.61569
Bryan Shaw,CIN,RP,FA,37,,1,1,,1,0,5.28939,17,0,1,1,17,14,7.26065,4.59202
Thomas Harrington,PIT,SP,FA,23,,1,1,,0,1,4.57865,2,0,0,0,9,7,6.93638,2.53277
Matt Festa,TEX,RP,FA,31,,1,1,,1,0,4.3275,18,0,1,1,18,17,8.5301,3.50248
Hans Crouse,LAA,SP,FA,26,,-11.85475376,-14.7094707,,3,0,4.23924,56,0,7,7,56,66,10.539,4.54006
Grant Holman,ATH,SP,FA,24,,-13.00323043,-16.1129951,,3,0,4.22785,60,0,12,12,60,55,8.3013,3.70617
Justin Hagenman,NYM,P,FA,28,,1,1,,1,0,4.29852,12,0,1,1,12,11,7.96103,2.73666
Jay Jackson,(N/A),RP,FA,37,,1,1,,1,0,4.40949,20,0,0,0,20,20,8.86677,2.94603
Mason Thompson,WSH,RP,FA,27,,-15.12984502,-18.71187721,,3,0,4.19826,42,0,1,1,42,35,7.5568,3.41817
Gerson Garabito,TEX,SP,FA,29,,1,1,,1,0,4.50083,21,0,1,1,21,19,8.07452,3.17298
Connor Thomas,MIL,RP,FA,26,,-11.57581812,-14.36859048,,3,0,3.99193,54,0,6,6,54,39,6.48896,2.35985
Michael Petersen,LAA,RP,FA,30,,-16.38748953,-20.24881289,,2,0,4.52921,36,0,1,1,36,33,8.30965,3.66563
Sean Guenther,DET,RP,FA,29,,-11.50799267,-14.28570271,,3,0,3.89261,46,0,1,1,46,37,7.19383,2.47519
Zach Maxwell,CIN,RP,FA,24,,1,1,,2,0,4.62121,33,0,1,1,33,36,9.91787,5.08387
Hunter Bigge,TB,P,FA,26,,-14.4811082,-17.91907229,,3,0,4.19157,55,0,8,8,55,60,9.7742,4.50273
Craig Yoho,MIL,RP,FA,25,,-8.478782913,-10.58378178,,2,0,3.73068,47,0,1,1,47,53,10.1994,3.65689
Miguel Castro,HOU,RP,FA,30,,-13.49866127,-16.71844865,,3,0,4.28974,43,0,1,1,43,40,8.35644,3.63648
Quinn Mathews,STL,SP,FA,24,,-12.98769063,-16.0940043,,5,8,3.97585,28,0,1,1,99,93,8.47029,3.31357
Wade Miley,CIN,SP,FA,38,,-24.32005474,-29.94300097,,3,4,4.92927,10,0,0,0,52,34,5.9716,3.18574
Jose Quijada,LAA,RP,FA,29,,-9.108014812,-11.35275023,,3,0,4.01448,62,0,12,12,62,72,10.4173,4.67954
Chris Murphy,BOS,SP,FA,26,,1,1,,0,0,4.47867,8,0,1,1,8,7,7.7621,3.72372
Davis Daniel,ATL,SP,FA,27,,1,1,,1,0,4.09299,15,0,1,1,15,13,7.84491,2.3624
Jairo Iriarte,CHW,SP,FA,23,,-29.16161592,-35.85975091,,3,3,4.96547,30,0,1,1,66,56,7.694,4.31193
Alan Rangel,PHI,SP,FA,27,,1,1,,2,0,4.71792,32,0,1,1,32,27,7.59118,3.01067
Brad Keller,CHC,SP,FA,29,,1,1,,1,0,4.41518,19,0,1,1,19,15,7.22563,3.66244
Gus Varland,CHW,SP,FA,28,,-13.82185216,-17.1134121,,3,0,4.41842,64,8,11,19,64,59,8.24809,3.61899
Quinn Priester,BOS,SP,FA,24,,1,1,,2,0,4.08714,30,0,1,1,30,25,7.63882,2.81965
Nick Nastrini,CHW,SP,FA,25,,-37.61833173,-46.19449023,,3,4,5.33473,23,0,1,1,75,65,7.78801,4.91247
Tommy Henry,ARI,SP,FA,27,,1,1,,1,0,4.10928,24,0,1,1,24,21,7.82051,3.29418
Ethan Small,SF,RP,FA,28,,1,1,,1,0,4.02621,13,0,1,1,13,12,8.39282,3.8157
Shane Smith,CHW,RP,FA,24,,-14.36891696,-17.7819662,,2,0,4.34832,58,0,10,10,58,54,8.4524,3.2782
Clayton Beeter,NYY,SP,FA,26,,-12.08546999,-14.9914232,,2,0,4.03967,38,0,1,1,38,42,9.94721,3.92948
Dylan Dodd,ATL,SP,FA,26,,1,1,,2,0,4.26829,33,0,1,1,33,26,7.12636,2.39734
Jack O'Loughlin,COL,SP,FA,24,,1,1,,0,0,4.86085,8,0,1,1,8,6,6.85794,3.47591
Brusdar Graterol,LAD,RP,FA,26,,1,1,,1,0,3.34543,22,0,1,1,22,19,7.62627,2.43329
Diego Castillo,COL,RP,FA,31,,1,1,,1,0,5.07472,34,0,1,1,34,28,7.35943,4.25422
Yerry De Los Santos,NYY,RP,FA,27,,1,1,,1,0,4.24152,26,0,1,1,26,21,7.25513,3.2148
Cole Sulser,TB,RP,FA,34,,1,1,,2,0,4.31129,28,0,1,1,28,26,8.42604,3.81842
Colin Selby,BAL,SP,FA,27,,-14.8057156,-18.31576681,,2,0,3.95915,51,0,1,1,51,53,9.41584,4.19053
Joe Jacques,LAD,SP,FA,29,,1,1,,0,0,4.44348,10,0,1,1,10,8,6.87451,3.40083
Mason Barnett,ATH,SP,FA,24,,1,1,,0,1,4.46959,2,0,0,0,9,8,7.85429,3.53478
Brandon Young,BAL,SP,FA,26,,1,1,,1,0,4.00033,22,0,1,1,22,21,8.4356,2.66871
Trevor Gott,SEA,RP,FA,32,,1,1,,0,0,4.04254,10,0,1,1,10,9,8.39097,3.04081
Ty Madden,DET,SP,FA,25,,1,1,,1,0,4.07199,32,0,1,1,32,30,8.3023,3.1145
Fraser Ellard,CHW,RP,FA,27,,-14.70610461,-18.19403474,,3,0,4.28427,62,6,10,16,62,61,8.78894,4.47991
Jimmy Herget,COL,RP,FA,31,,-20.03287611,-24.70374798,,3,0,4.78916,48,0,1,1,48,41,7.76252,2.83995
Alek Jacob,SD,SP,FA,26,,-14.69236943,-18.17724932,,2,0,4.1755,48,0,1,1,48,44,8.25076,3.43712
Daniel Robert,TEX,RP,FA,30,,1,1,,2,0,4.46259,28,0,1,1,28,28,8.86537,3.79605
Jackson Kowar,SEA,RP,FA,28,,1,1,,2,0,4.32967,35,0,1,1,35,34,8.86347,4.0649
Ronny Henriquez,MIA,SP,FA,24,,-15.08367588,-18.65545507,,2,0,4.17232,50,0,4,4,50,42,7.60415,3.1494
Drey Jameson,ARI,SP,FA,27,,-10.43018416,-12.96854008,,3,0,3.79671,48,0,1,1,48,44,8.28507,2.93416
Cody Bolton,SEA,SP,FA,26,,-15.5438165,-19.21778133,,2,0,4.07676,41,0,1,1,41,39,8.50155,3.85524
Easton Lucas,TOR,SP,FA,28,,1,1,,1,0,4.30713,35,0,1,1,35,31,7.92582,3.72109
Luis Guerrero,BOS,SP,FA,24,,-18.90468215,-23.32501056,,2,0,4.47116,42,0,1,1,42,42,9.07129,4.48037
Alex Young,CIN,RP,FA,31,,1,1,,1,0,4.62635,22,0,1,1,22,19,7.94114,3.41131
Chase Shugart,PIT,RP,FA,28,,1,1,,1,0,4.52395,19,0,1,1,19,15,7.00814,3.34699
J.B. Wendelken,SD,RP,FA,31,,1,1,,1,0,4.15519,22,0,1,1,22,20,8.12741,3.71487
Brooks Raley,(N/A),RP,FA,36,,1,1,,1,0,3.93988,26,0,0,0,26,26,9.05339,3.69323
Nate Lavender,TB,RP,FA,25,,1,1,,1,0,3.96719,22,0,1,1,22,24,10.0098,4.3238
Steven Cruz,KC,RP,FA,25,,-17.8219423,-22.00182148,,2,0,4.3459,44,0,1,1,44,42,8.50679,4.37502
Adam Cimber,(N/A),RP,FA,34,,1,1,,1,0,4.72634,28,0,0,0,28,20,6.31723,3.01583
Logan Evans,SEA,SP,FA,23,,1,1,,1,1,4.35589,10,0,1,1,16,13,7.07082,3.24874
Max Kranick,NYM,RP,FA,27,,-15.85035089,-19.59238928,,2,0,4.31595,41,0,1,1,41,34,7.51034,3.06813
Austin Warren,NYM,RP,FA,29,,1,1,,0,0,4.35749,10,0,1,1,10,9,7.67568,3.56862
Walter Pennington,TEX,RP,FA,26,,-14.36634492,-17.77882298,,3,0,4.11932,42,0,1,1,42,38,8.2481,3.75154
Eric Orze,TB,RP,FA,27,,-13.78081588,-17.06326269,,3,0,4.13921,44,0,1,1,44,45,9.21063,4.01287
Matt Barnes,(N/A),RP,FA,34,,1,1,,1,0,4.63871,28,0,0,0,28,25,7.97376,3.86924
Hagen Danner,SEA,RP,FA,26,,1,1,,1,0,3.78041,28,0,1,1,28,28,9.0481,3.12623
Prelander Berroa,CHW,RP,FA,24,,-19.67171003,-24.26237601,,2,0,4.41835,48,3,1,4,48,51,9.60748,5.09827
Drue Hackenberg,ATL,SP,FA,22,,1,1,,0,1,4.54519,2,0,0,0,8,7,7.64526,4.12013
Daniel Palencia,CHC,RP,FA,25,,-11.50278365,-14.2793369,,2,0,3.89333,38,0,1,1,38,43,10.1123,4.36012
Robby Snelling,MIA,SP,FA,21,,1,1,,1,2,4.68386,5,0,0,0,25,18,6.6308,3.53278
Nick Robertson,TOR,SP,FA,26,,-14.27426025,-17.66628862,,2,0,4.04086,42,0,1,1,42,40,8.59952,3.38589
Ryan Zeferjahn,LAA,P,FA,27,,-16.85213928,-20.81664964,,3,0,4.62389,61,1,12,13,61,61,8.9569,4.40267
Anthony Molina,COL,RP,FA,23,,1,1,,1,0,4.88825,33,0,1,1,33,23,6.26695,2.76757
Scott Blewett,MIN,RP,FA,28,,1,1,,1,0,4.49722,24,0,1,1,24,19,7.03097,3.18227
Michael Arias,NYY,RP,FA,23,,1,1,,0,0,5.00506,10,0,1,1,10,9,8.38721,5.36944
Luis Peralta,COL,SP,FA,24,,-22.65854562,-27.91251253,,3,0,4.86207,61,2,12,14,61,60,8.91536,4.8541
Chayce McDermott,BAL,SP,FA,26,,-15.46257223,-19.11849475,,2,1,4.11711,31,0,1,1,45,48,9.63642,4.25411
Max Lazar,PHI,RP,FA,25,,-13.66429479,-16.92086521,,3,0,4.27845,50,0,4,4,50,41,7.36145,2.74339
Dietrich Enns,DET,SP,FA,33,,1,1,,1,0,3.83592,15,0,1,1,15,15,8.86608,3.2751
JT Brubaker,NYY,SP,FA,31,,-15.27389087,-18.88791202,,3,1,4.41949,44,0,1,1,50,48,8.60029,2.84883
Lucas Gilbreath,COL,RP,FA,29,,-23.21446076,-28.59188242,,2,0,4.7292,50,0,4,4,50,46,8.29603,4.62021
Luis Contreras,HOU,SP,FA,28,,-15.81819707,-19.55309492,,2,0,4.32457,44,0,1,1,44,43,8.74865,3.79168
Jacob Lopez,ATH,SP,FA,26,,-13.30877849,-16.48639769,,2,0,4.06841,36,0,1,1,36,35,8.72424,3.76877
Erik Sabrowski,CLE,P,FA,27,,-5.479289124,-6.918175995,,5,0,3.72688,57,0,11,11,57,66,10.3756,4.61131
Andrew Morris,MIN,SP,FA,23,,1,1,,0,0,4.14695,8,0,1,1,8,6,7.10708,2.42854
Colten Brewer,NYY,RP,FA,32,,1,1,,1,0,4.50494,22,0,1,1,22,20,8.35611,3.65903
Graham Ashcraft,CIN,SP,FA,27,,-15.30464115,-18.92549116,,3,0,4.41093,53,0,4,4,53,44,7.46326,2.65405
Will Klein,SEA,RP,FA,25,,1,1,,1,0,4.26622,22,0,1,1,22,22,9.11321,4.97915
Amos Willingham,ATL,RP,FA,26,,-17.94934074,-22.1575119,,3,0,4.4883,44,0,1,1,44,38,7.69314,3.38712
Brent Headrick,NYY,SP,FA,27,,1,1,,1,0,4.15174,24,0,1,1,24,24,9.00937,2.94946
Yosver Zulueta,CIN,SP,FA,27,,-19.27547225,-23.77814381,,2,0,4.49483,46,0,1,1,46,46,8.96882,4.37753
Sawyer Gipson-Long,DET,SP,FA,27,,-10.41217619,-12.946533,,3,1,4.01858,31,0,1,1,45,41,8.15651,2.49272
Bailey Horn,STL,RP,FA,27,,1,1,,1,0,4.404,22,0,1,1,22,20,8.00913,4.47769
Austin Davis,SD,RP,FA,32,,1,1,,1,0,4.50789,12,0,1,1,12,12,9.06119,5.00764
Noah Cameron,KC,SP,FA,25,,1,1,,1,0,3.98713,21,0,1,1,21,19,8.13201,2.57709
Tyler Matzek,NYY,RP,FA,34,,-16.08378288,-19.87766064,,2,0,4.16519,46,0,4,4,46,44,8.565,4.31679
Kolby Allard,CLE,SP,FA,27,,1,1,,1,0,4.50804,17,0,1,1,17,15,7.71487,2.74013
Carlos Vargas,SEA,SP,FA,25,,-13.71798437,-16.98647788,,3,0,4.00331,56,0,7,7,56,47,7.57962,3.65522
Cade Povich,BAL,SP,FA,24,,-16.40323645,-20.26805679,,6,7,4.24202,27,0,1,1,88,81,8.28021,3.40487
Nick Hernandez,HOU,P,FA,30,,-12.71713825,-15.76336906,,3,0,4.35913,52,0,4,4,52,52,9.07499,3.53114
Casey Legumina,SEA,SP,FA,27,,1,1,,2,0,4.60667,34,0,1,1,34,29,7.73098,3.22243
Marc Church,TEX,SP,FA,23,,-15.99784592,-19.77263924,,3,0,4.41803,46,0,1,1,46,46,8.98949,3.7153
Blake Walston,ARI,SP,FA,23,,1,1,,2,0,4.17222,32,0,1,1,32,27,7.55275,3.5807
Connor Gillispie,MIA,RP,FA,27,,1,1,,1,0,4.5964,28,0,1,1,28,23,7.47288,3.39729
Daniel Bard,(N/A),RP,FA,39,,1,1,,2,0,4.75833,34,0,0,0,34,32,8.54533,5.17825
Joey Lucchesi,SF,SP,FA,31,,1,1,,0,0,4.22888,8,0,1,1,8,6,6.38814,3.26347
Yoendrys Gomez,NYY,SP,FA,25,,-17.03866287,-21.04459541,,2,0,4.48921,44,0,1,1,44,42,8.69133,3.76527
Edgardo Henriquez,LAD,RP,FA,22,,-16.57323461,-20.47580727,,2,0,4.4152,36,0,1,1,36,38,9.54924,4.38096
Lake Bachar,MIA,SP,FA,29,,-16.6427229,-20.56072715,,3,0,4.5098,56,0,9,9,56,51,8.18779,3.55686
Thaddeus Ward,BAL,SP,FA,28,,1,1,,1,0,4.81386,16,0,1,1,16,13,7.24036,4.6936
Huascar Ynoa,MIN,SP,FA,26,,-12.58059217,-15.59649953,,2,0,4.11537,36,0,1,1,36,36,8.95062,3.33351
Brett de Geus,MIA,RP,FA,27,,-23.11736614,-28.47322553,,2,0,4.78101,41,0,1,1,41,28,6.23117,3.5677
Brandon Eisert,CHW,P,FA,27,,-15.63836107,-19.33332187,,1,0,4.05352,28,0,1,1,28,26,8.27765,3.26562
Jack Neely,CHC,SP,FA,24,,1,1,,0,0,4.1038,10,0,1,1,10,10,9.42495,3.53848
Owen White,CHW,SP,FA,25,,1,1,,0,0,5.15999,12,0,1,1,12,9,6.6678,3.50827
Carson Ragsdale,SF,SP,FA,26,,1,1,,1,0,4.05994,28,0,1,1,28,28,9.06201,3.3653
Mason Montgomery,TB,SP,FA,24,,-8.680037986,-10.82973054,,3,0,4.04288,60,1,12,13,60,58,8.75173,3.32356
Zach Penrod,BOS,SP,FA,27,,1,1,,1,0,4.27034,18,0,1,1,18,19,9.33464,4.29802
Justin Sterner,ATH,RP,FA,28,,-15.36123137,-18.99464864,,2,0,4.34379,44,0,1,1,44,41,8.47667,3.54693
Andrew Walters,CLE,RP,FA,24,,-10.27197039,-12.77519103,,3,0,3.98337,52,0,5,5,52,57,9.89225,4.18143
Mike Vasil,TB,SP,FA,24,,-15.63836107,-19.33332187,,3,0,4.2947,48,0,1,1,48,38,7.12706,2.77697
Tyler Zuber,NYM,RP,FA,29,,1,1,,2,0,4.83008,33,0,1,1,33,31,8.48185,4.31818
Kyle Bradish,BAL,SP,FA,28,,1,1,,1,1,3.29004,12,0,1,1,19,20,9.50286,2.66349
Carson Seymour,SF,SP,FA,26,,1,1,,1,0,4.00159,24,0,1,1,24,19,7.28094,2.91939
Elvis Alvarado,ATH,RP,FA,26,,1,1,,2,0,4.52887,28,0,1,1,28,26,8.37781,4.46588
Jackson Rutledge,WSH,SP,FA,25,,1,1,,1,1,4.68851,26,0,1,1,32,26,7.32286,3.73661
Riley O'Brien,STL,SP,FA,30,,-13.66959396,-16.92734119,,3,0,4.09491,53,0,7,7,53,53,9.00748,4.47441
Hurston Waldrep,ATL,SP,FA,23,,1,1,,2,1,4.45813,15,0,1,1,29,26,8.17437,4.0322
Caleb Kilian,CHC,SP,FA,27,,1,1,,1,1,4.38117,24,0,1,1,31,23,6.93028,3.13736
Zach Brzykcy,WSH,RP,FA,25,,-19.14197758,-23.61500333,,2,0,4.41514,48,0,1,1,48,48,8.90908,4.23722
Orlando Ribalta,WSH,RP,FA,27,,1,1,,1,0,4.81715,28,0,1,1,28,25,8.12875,4.63436
Jordan Wicks,CHC,SP,FA,25,,-13.551983,-16.78361179,,3,2,4.14478,21,0,1,1,46,41,8.00229,3.03837
Jacob Waguespack,TB,RP,FA,31,,-14.28933193,-17.68470735,,3,1,4.14614,43,0,1,1,50,48,8.74604,3.48514
Bennett Sousa,HOU,RP,FA,29,,-12.47417448,-15.46644916,,3,0,3.98183,48,0,1,1,48,48,8.99199,3.68557
Ben Casparius,LAD,SP,FA,26,,1,1,,1,0,4.67815,19,0,1,1,19,18,8.66872,4.04636
Jonathan Bowlan,KC,SP,FA,28,,-17.93850034,-22.14426411,,2,0,4.46542,40,0,1,1,40,31,7.04498,2.90996
Mason Black,SF,SP,FA,25,,-15.1432389,-18.72824554,,3,1,4.26795,37,0,1,1,50,44,7.98591,3.09947
Forrest Whitley,HOU,SP,FA,27,,-9.109091126,-11.35406557,,3,0,3.93863,59,0,11,11,59,62,9.44566,3.94627
Trevor McDonald,SF,P,FA,24,,-14.44591139,-17.87605916,,2,0,4.12517,38,0,1,1,38,30,6.98933,2.96713
Tejay Antone,CIN,RP,FA,31,,1,1,,0,0,4.80547,8,0,1,1,8,7,8.40207,3.85802
Gordon Graceffo,STL,RP,FA,24,,-17.99605335,-22.2145982,,2,1,4.36884,40,0,1,1,47,33,6.44758,2.81742
Gavin Hollowell,CHC,RP,FA,27,,1,1,,0,0,4.28125,6,0,1,1,6,6,9.01984,3.85585
Ryan Loutos,STL,RP,FA,26,,-17.69552161,-21.84732593,,2,0,4.19984,48,0,1,1,48,39,7.36325,3.57858
Eiberson Castellano,MIN,SP,FA,23,,-16.04209862,-19.82671936,,2,0,4.34255,42,0,1,1,42,40,8.58259,3.34183
Sean Reynolds,SD,RP,FA,26,,-17.52990664,-21.64493205,,2,0,4.31274,53,1,6,7,53,52,8.88344,4.68108
Carson Whisenhunt,SF,SP,FA,24,,-12.67700169,-15.71431918,,2,1,3.95871,24,0,1,1,37,36,8.7524,3.42011
Cristian Mena,ARI,RP,FA,22,,1,1,,1,1,4.1422,14,0,1,1,21,18,8.07537,3.50964
John McMillon,PHI,RP,FA,27,,1,1,,2,0,4.40032,21,0,1,1,21,24,10.1126,5.22997
Michael Mercado,PHI,SP,FA,25,,-21.11254958,-26.02318973,,2,0,4.97265,40,0,1,1,40,35,7.93908,3.93372
Anthony Veneziano,MIA,P,FA,27,,-15.3463304,-18.97643854,,3,0,4.30832,53,0,6,6,53,44,7.41158,3.29145
Victor Mederos,LAA,SP,FA,23,,1,1,,1,0,4.95247,26,0,1,1,26,20,6.96585,3.99217
Seth Johnson,PHI,SP,FA,26,,1,1,,1,0,5.14229,24,0,1,1,24,19,7.23645,4.19905
Drew Smith,NYM,RP,FA,31,,1,1,,1,0,4.2612,14,0,1,1,14,14,9.31415,3.77325
Josiah Gray,WSH,SP,FA,27,,1,1,,1,1,4.76615,10,0,1,1,17,15,8.23031,3.56581
Chase Petty,CIN,SP,FA,21,,1,1,,1,1,4.94921,18,0,1,1,32,24,6.8733,3.37201
Lyon Richardson,CIN,SP,FA,25,,1,1,,0,0,4.81947,12,0,1,1,12,11,8.48466,4.29408
Jake Eder,CHW,SP,FA,26,,1,1,,1,0,4.71136,17,0,1,1,17,15,7.87519,4.22285
Evan Justice,COL,SP,FA,26,,-31.6298751,-38.87614827,,2,0,5.35376,46,0,1,1,46,44,8.6355,6.07644
Connor Phillips,CIN,SP,FA,23,,1,1,,1,0,4.72823,21,0,1,1,21,22,9.29238,4.39181
Logan Henderson,MIL,SP,FA,23,,1,1,,1,0,4.09,10,0,1,1,10,10,9.3759,2.6505
Richard Fitts,BOS,RP,FA,25,,-18.5464923,-22.88727577,,3,1,4.49302,39,0,1,1,53,40,6.78492,2.47731
Tyler Phillips,PHI,SP,FA,27,,-19.12188099,-23.59044379,,2,0,4.50839,43,0,1,1,43,32,6.67918,2.88217
Mick Abel,PHI,SP,FA,23,,1,1,,1,0,4.76008,22,0,1,1,22,20,8.01451,4.48431
Dane Acker,TEX,RP,FA,25,,1,1,,0,1,5.11418,2,0,0,0,8,7,7.28414,3.94815
Mason Adams,CHW,SP,FA,25,,1,1,,1,2,4.76415,5,0,0,0,27,19,6.30003,2.63629
Travis Adams,MIN,SP,FA,25,,1,1,,1,1,4.50163,17,0,1,1,24,18,6.77161,2.8595
Zach Agnos,COL,RP,FA,24,,1,1,,2,0,4.81253,26,0,1,1,26,22,7.78095,3.1382
Franco Aleman,CLE,RP,FA,24,,1,1,,2,0,3.93863,34,0,1,1,34,35,9.21651,3.30798
Logan Allen,(N/A),RP,FA,27,,1,1,,2,3,4.32843,6,0,0,0,34,29,7.76885,3.43185
Dan Altavilla,CHW,RP,FA,32,,1,1,,1,0,4.73409,24,0,1,1,24,23,8.50769,4.11751
Jose Alvarado,TEX,SP,FA,19,,0.604579121,0.516766106,,4,0,3.31413,60,3,10,13,60,69,10.4143,4.01792
Kyle Amendt,ARI,RP,FA,24,,1,1,,2,0,3.82117,21,0,1,1,21,24,10.2149,4.60261
Nick Anderson,STL,RP,FA,34,,-14.81553659,-18.3277688,,3,0,4.23342,44,0,1,1,44,39,7.93118,3.32531
Luinder Avila,KC,SP,FA,23,,1,1,,1,0,4.77258,12,0,1,1,12,9,6.54978,3.95662
Sam Bachman,LAA,SP,FA,25,,-21.9000603,-26.98558673,,2,0,4.61191,44,0,1,1,44,36,7.26403,3.94262
Jordan Balazovic,DET,RP,FA,26,,1,1,,1,0,4.0655,12,0,1,1,12,11,8.1552,3.65466
Joe Barlow,TEX,RP,FA,29,,1,1,,0,0,4.72678,10,0,1,1,10,8,7.2985,3.40742
A.J. Blubaugh,HOU,SP,FA,24,,1,1,,1,0,4.17512,10,0,1,1,10,9,8.20979,3.25316
Matt Canterino,MIN,SP,FA,27,,1,1,,1,0,4.30984,12,0,1,1,12,13,9.40823,4.02037
Blas Castano,SEA,SP,FA,26,,1,1,,2,1,4.30178,28,0,1,1,34,26,6.74416,2.91842
