Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,G,PA,AB,H,HR,R,RBI,BB,HBP,SB,AVG,HittingTeamId
Shane Lewis,(N/A),OF,FA,23,,,,,,,,,,,,,,,
Tyson Lewis,CIN,SS,FA,19,,,,,,,,,,,,,,,
Domingo Leyba,PIT,2B,FA,29,,,,,,,,,,,,,,,
Nino Leyja,ATH,SS,FA,34,,,,,,,,,,,,,,,
Brandon Leyton,ARI,"2B,SS",FA,26,,,,,,,,,,,,,,,
Roger Leyton,KC,OF,FA,22,,,,,,,,,,,,,,,
Luis Liberato,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Yorman Licourt,TOR,OF,FA,21,,,,,,,,,,,,,,,
Connor Lien,SEA,OF,FA,30,,,,,,,,,,,,,,,
Ahbram Liendo,BOS,"2B,3B",FA,21,,,,,,,,,,,,,,,
Gabriel Liendo,(N/A),SS,FA,22,,,,,,,,,,,,,,,
Daylen Lile,WSH,OF,FA,22,,,,,,,,,,,,,,,
Che-Hsuan Lin,(N/A),OF,FA,36,,,,,,,,,,,,,,,
Lyle Lin,ATH,C,FA,27,,,,,,,,,,,,,,,
Sheng-En Lin,CIN,3B,FA,19,,,,,,,,,,,,,,,
Tzu-Wei Lin,(N/A),2B,FA,31,,,,,,,,,,,,,,,
Jonathan Linares,LAA,C,FA,19,,,,,,,,,,,,,,,
Oswaldo Linares,SD,C,FA,21,,,,,,,,,,,,,,,
Winder Linares,TEX,OF,FA,18,,,,,,,,,,,,,,,
Carlos Linarez,(N/A),C,FA,23,,,,,,,,,,,,,,,
Yohander Linarez,BOS,3B,FA,19,,,,,,,,,,,,,,,
Kellon Lindsey,LAD,SS,FA,19,,,,,,,,,,,,,,,
Brady Lindsly,WSH,C,FA,27,,,,,,,,,,,,,,,
Jack Lines,TB,SS,FA,19,,,,,,,,,,,,,,,
Kingston Liniak,(N/A),OF,FA,25,,,,,,,,,,,,,,,
Steven Linkous,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Jackson Linn,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Andre Lipcius,CHW,1B,FA,26,,,,,,,,,,,,,,,
Matt Lipka,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Guy Lipscomb Jr.,CLE,OF,FA,23,,,,,,,,,,,,,,,
Trey Lipsey,(N/A),OF,FA,22,,,,,,,,,,,,,,,
Deacon Liput,LAD,2B,FA,28,,,,,,,,,,,,,,,
Enderso Lira,BOS,C,FA,21,,,,,,,,,,,,,,,
Joshua Liranzo,BAL,3B,FA,18,,,,,,,,,,,,,,,
Thayron Liranzo,DET,"C,1B",FA,21,,,,,,,,,,,,,,,
Hector Liriano,(N/A),OF,FA,18,,,,,,,,,,,,,,,
Raily Liriano,ARI,OF,FA,18,,,,,,,,,,,,,,,
Rymer Liriano,(N/A),OF,FA,33,,,,,,,,,,,,,,,
Welin Liriano,TEX,SS,FA,26,,,,,,,,,,,,,,,
Austin Listi,(N/A),"1B,OF",FA,31,,,,,,,,,,,,,,,
Connor Litton,PHI,"1B,3B",FA,28,,,,,,,,,,,,,,,
Jesus Lizardo,PIT,C,FA,18,,,,,,,,,,,,,,,
Alex Llanos,KC,OF,FA,34,,,,,,,,,,,,,,,
Matt Lloyd,STL,"1B,OF",FA,28,,,,,,,,,,,,,,,
Alejandro Loaiza,TB,C,FA,21,,,,,,,,,,,,,,,
Tim Locastro,SD,OF,FA,32,,,,,,,,,,,,,,,
Daniel Lockhart,CHC,SS,FA,32,,,,,,,,,,,,,,,
Griffin Lockwood-Powell,LAD,"C,1B",FA,27,,,,,,,,,,,,,,,
Trace Loehr,(N/A),2B,FA,29,,,,,,,,,,,,,,,
Jackson Loftin,(N/A),"SS,OF",FA,24,,,,,,,,,,,,,,,
Drake Logan,CHW,3B,FA,24,,,,,,,,,,,,,,,
Gavin Logan,ARI,C,FA,25,,,,,,,,,,,,,,,
Devin Lohman,CIN,SS,FA,35,,,,,,,,,,,,,,,
Jacob Lojewski,TOR,SS,FA,23,,,,,,,,,,,,,,,
Caleb Lomavita,WSH,C,FA,22,,,,,,,,,,,,,,,
George Lombard Jr.,NYY,SS,FA,19,,,,,,,,,,,,,,,
Jacob Lombard,(N/A),SS,FA,17,,,,,,,,,,,,,,,
Shed Long Jr.,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Ethan Long,SD,1B,FA,23,,,,,,,,,,,,,,,
Jacoby Long,NYM,OF,FA,22,,,,,,,,,,,,,,,
Jonathon Long,CHC,1B,FA,23,,,,,,,,,,,,,,,
Nick Longhi,(N/A),1B,FA,29,,,,,,,,,,,,,,,
Anthony Longo,KC,C,FA,18,,,,,,,,,,,,,,,
Aidan Longwell,COL,1B,FA,23,,,,,,,,,,,,,,,
Caleb Lopes,STL,2B,FA,29,,,,,,,,,,,,,,,
Christian Lopes,(N/A),SS,FA,32,,,,,,,,,,,,,,,
Tim Lopes,SD,2B,FA,30,,,,,,,,,,,,,,,
Abelaldo Lopez,DET,OF,FA,22,,,,,,,,,,,,,,,
B.J. Lopez,(N/A),C,FA,30,,,,,,,,,,,,,,,
Brandon Lopez,MIN,SS,FA,31,,,,,,,,,,,,,,,
Chris Lopez,STL,C,FA,19,,,,,,,,,,,,,,,
Daniel Lopez,KC,OF,FA,19,,,,,,,,,,,,,,,
Dariel Lopez,(N/A),"3B,SS",FA,23,,,,,,,,,,,,,,,
Eduardito Lopez,(N/A),2B,FA,18,,,,,,,,,,,,,,,
Eduardo Lopez,PHI,1B,FA,22,,,,,,,,,,,,,,,
Fabian Lopez,MIA,SS,FA,19,,,,,,,,,,,,,,,
Gabriel Lopez,COL,C,FA,18,,,,,,,,,,,,,,,
Hiverson Lopez,CLE,C,FA,17,,,,,,,,,,,,,,,
Irving Lopez,(N/A),2B,FA,29,,,,,,,,,,,,,,,
Jason Lopez,(N/A),C,FA,26,,,,,,,,,,,,,,,
Jesus Lopez,TEX,C,FA,19,,,,,,,,,,,,,,,
Johan Lopez,TB,SS,FA,24,,,,,,,,,,,,,,,
John Lopez,PIT,UT,FA,19,,,,,,,,,,,,,,,
Justin Lopez,SD,SS,FA,24,,,,,,,,,,,,,,,
Moises Lopez,MIN,2B,FA,18,,,,,,,,,,,,,,,
Robelyn Lopez,STL,OF,FA,21,,,,,,,,,,,,,,,
Robert Lopez,CLE,C,FA,21,,,,,,,,,,,,,,,
Yoeli Lopez,ATL,OF,FA,27,,,,,,,,,,,,,,,
Bayron Lora,TEX,OF,FA,22,,,,,,,,,,,,,,,
Edwin Lora,WSH,SS,FA,29,,,,,,,,,,,,,,,
Abel Lorenzo,LAD,OF,FA,19,,,,,,,,,,,,,,,
Dauri Lorenzo,(N/A),SS,FA,22,,,,,,,,,,,,,,,
Francisco Loreto,PHI,C,FA,17,,,,,,,,,,,,,,,
Nick Lorusso,NYM,"1B,3B",FA,24,,,,,,,,,,,,,,,
Todd Lott,STL,"1B,OF",FA,27,,,,,,,,,,,,,,,
Eli Lovich,CHC,OF,FA,19,,,,,,,,,,,,,,,
Jake Lowery,CLE,C,FA,34,,,,,,,,,,,,,,,
Everlouis Lozada,BOS,2B,FA,26,,,,,,,,,,,,,,,
Edel Luaces,NYY,OF,FA,30,,,,,,,,,,,,,,,
Geuri Lubo,CHC,SS,FA,21,,,,,,,,,,,,,,,
Ivan Luciano,ARI,C,FA,18,,,,,,,,,,,,,,,
Sandy Luciano,KC,OF,FA,18,,,,,,,,,,,,,,,
Waner Luciano,HOU,3B,FA,20,,,,,,,,,,,,,,,
Nick Lucky,MIN,"2B,SS",FA,25,,,,,,,,,,,,,,,
Jackson Lueck,KC,OF,FA,28,,,,,,,,,,,,,,,
Drew Lugbauer,ATH,"1B,3B",FA,28,,,,,,,,,,,,,,,
Andy Lugo,BOS,"3B,OF",FA,20,,,,,,,,,,,,,,,
Cesar Lugo,CHC,OF,FA,18,,,,,,,,,,,,,,,
Dawel Lugo,(N/A),3B,FA,30,,,,,,,,,,,,,,,
Erick Lugo,TB,C,FA,18,,,,,,,,,,,,,,,
Jesus Lugo,BOS,OF,FA,18,,,,,,,,,,,,,,,
Joswa Lugo,LAA,SS,FA,18,,,,,,,,,,,,,,,
William Lugo,NYM,SS,FA,23,,,,,,,,,,,,,,,
Yoneiker Lugo,MIL,C,FA,17,,,,,,,,,,,,,,,
Angel Luis,BOS,OF,FA,18,,,,,,,,,,,,,,,
Carlos Luis,SD,SS,FA,25,,,,,,,,,,,,,,,
Jansel Luis,ARI,"2B,3B,SS",FA,19,,,,,,,,,,,,,,,
Yerlin Luis,CLE,OF,FA,19,,,,,,,,,,,,,,,
Jesus Lujano,MIL,OF,FA,26,,,,,,,,,,,,,,,
Aaron Luna,STL,OF,FA,37,,,,,,,,,,,,,,,
Ronald Luna,ATL,2B,FA,32,,,,,,,,,,,,,,,
Brennon Lund,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Brock Lundquist,TOR,OF,FA,29,,,,,,,,,,,,,,,
Jordan Luplow,(N/A),OF,FA,31,,,,,,,,,,,,,,,
Chase Luttrell,MIA,OF,FA,24,,,,,,,,,,,,,,,
Tristen Lutz,MIL,OF,FA,26,,,,,,,,,,,,,,,
Jackson Lyon,NYY,OF,FA,24,,,,,,,,,,,,,,,
Burke-Lee Mabeus,(N/A),C,FA,19,,,,,,,,,,,,,,,
JT Mabry,MIA,2B,FA,24,,,,,,,,,,,,,,,
Djean Macares,SF,OF,FA,16,,,,,,,,,,,,,,,
Kyle MacDonald,NYY,1B,FA,28,,,,,,,,,,,,,,,
Zach MacDonald,DET,OF,FA,21,,,,,,,,,,,,,,,
Anderson Machado,MIL,2B,FA,0,,,,,,,,,,,,,,,
Anderson Machado,ATH,SS,FA,21,,,,,,,,,,,,,,,
Austin Machado,ATL,C,FA,23,,,,,,,,,,,,,,,
Carlos Machado,HOU,OF,FA,26,,,,,,,,,,,,,,,
Diago Machado,SEA,OF,FA,19,,,,,,,,,,,,,,,
Dixon Machado,CHC,SS,FA,33,,,,,,,,,,,,,,,
Estiven Machado,TOR,SS,FA,22,,,,,,,,,,,,,,,
Jonatan Machado,(N/A),OF,FA,26,,,,,,,,,,,,,,,
Julio Machado,MIA,SS,FA,24,,,,,,,,,,,,,,,
Roilan Machandy,HOU,OF,FA,23,,,,,,,,,,,,,,,
Antonis Macias,TEX,OF,FA,20,,,,,,,,,,,,,,,
Fabricio Macias,(N/A),OF,FA,26,,,,,,,,,,,,,,,
Willie MacIver,ATH,C,FA,28,,,,,,,,,,,,,,,
Chantz Mack,SEA,OF,FA,33,,,,,,,,,,,,,,,
Charles Mack,MIN,SS,FA,25,,,,,,,,,,,,,,,
Marcus Mack,TEX,OF,FA,26,,,,,,,,,,,,,,,
Davonn Mackey,ATH,OF,FA,24,,,,,,,,,,,,,,,
David MacKinnon,(N/A),1B,FA,30,,,,,,,,,,,,,,,
Xavier Macklin,ATH,OF,FA,34,,,,,,,,,,,,,,,
Charlie Madden,(N/A),C,FA,29,,,,,,,,,,,,,,,
Will Maddox,DET,"1B,3B",FA,32,,,,,,,,,,,,,,,
Jesus Made,MIL,SS,FA,17,,,,,,,,,,,,,,,
Kevin Made,WSH,SS,FA,22,,,,,,,,,,,,,,,
Steven Madero,DET,C,FA,18,,,,,,,,,,,,,,,
Reynaldo Madrigal,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Bryce Madron,STL,OF,FA,23,,,,,,,,,,,,,,,
Jediael Maduro,SF,OF,FA,21,,,,,,,,,,,,,,,
Travis Maezes,KC,SS,FA,31,,,,,,,,,,,,,,,
Cam Magee,ATL,SS,FA,22,,,,,,,,,,,,,,,
Josh Magee,SD,OF,FA,28,,,,,,,,,,,,,,,
Drew Maggi,(N/A),2B,FA,35,,,,,,,,,,,,,,,
Grant Magill,CHW,C,FA,24,,,,,,,,,,,,,,,
Solomon Maguire,PIT,OF,FA,22,,,,,,,,,,,,,,,
Riley Mahan,SF,2B,FA,29,,,,,,,,,,,,,,,
Mikie Mahtook,(N/A),OF,FA,35,,,,,,,,,,,,,,,
Kevin Maitan,MIN,"1B,3B",FA,25,,,,,,,,,,,,,,,
Val Majewski,TEX,OF,FA,0,,,,,,,,,,,,,,,
Allbry Major,(N/A),OF,FA,25,,,,,,,,,,,,,,,
Alec Makarewicz,CHW,3B,FA,24,,,,,,,,,,,,,,,
Shugo Maki,(N/A),2B,FA,26,,,,,,,,,,,,,,,
Stephen Malcolm,PHI,SS,FA,34,,,,,,,,,,,,,,,
Cam Maldonado,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Ben Malgeri,DET,OF,FA,25,,,,,,,,,,,,,,,
Franly Mallen,MIL,SS,FA,28,,,,,,,,,,,,,,,
Brad Malm,NYM,3B,FA,25,,,,,,,,,,,,,,,
Jeff Malm,TB,1B,FA,34,,,,,,,,,,,,,,,
Marvin Malone,TB,OF,FA,29,,,,,,,,,,,,,,,
Maddox Malony,(N/A),3B,FA,20,,,,,,,,,,,,,,,
Alexander Mambel,BOS,1B,FA,18,,,,,,,,,,,,,,,
Trey Mancini,ARI,"1B,OF",FA,32,,,,,,,,,,,,,,,
Jared Mang,DET,OF,FA,28,,,,,,,,,,,,,,,
Devin Mann,(N/A),"1B,2B",FA,28,,,,,,,,,,,,,,,
Luke Mann,ATH,3B,FA,24,,,,,,,,,,,,,,,
Chusei Mannami,(N/A),1B,FA,24,,,,,,,,,,,,,,,
Junior Manon,LAA,2B,FA,22,,,,,,,,,,,,,,,
Renair Manrique,PHI,SS,FA,19,,,,,,,,,,,,,,,
Craig Manuel,WSH,C,FA,34,,,,,,,,,,,,,,,
Dylan Manwaring,ATL,3B,FA,30,,,,,,,,,,,,,,,
Pabel Manzanero,(N/A),C,FA,29,,,,,,,,,,,,,,,
Oneill Manzueta,TB,OF,FA,24,,,,,,,,,,,,,,,
Jose Marcano,CLE,2B,FA,19,,,,,,,,,,,,,,,
Jose Marcano,TEX,C,FA,18,,,,,,,,,,,,,,,
Jose Marcano,(N/A),1B,FA,20,,,,,,,,,,,,,,,
Ricardo Marcano,CHC,OF,FA,30,,,,,,,,,,,,,,,
Tucupita Marcano,SD,OF,FA,25,,,,,,,,,,,,,,,
Ramon Marcelino,COL,OF,FA,28,,,,,,,,,,,,,,,
Moises Marchan,KC,C,FA,17,,,,,,,,,,,,,,,
Shane Mardirosian,CIN,2B,FA,29,,,,,,,,,,,,,,,
Brady Marget,TB,1B,FA,22,,,,,,,,,,,,,,,
Maximo Maria,ATL,OF,FA,20,,,,,,,,,,,,,,,
Victor Maria,MIL,3B,FA,25,,,,,,,,,,,,,,,
Naibel Mariano,CIN,SS,FA,18,,,,,,,,,,,,,,,
Reyli Mariano,LAD,2B,FA,18,,,,,,,,,,,,,,,
Adrian Marin,BAL,"SS,OF",FA,30,,,,,,,,,,,,,,,
Jahir Marin,(N/A),C,FA,18,,,,,,,,,,,,,,,
Junior Marin,PHI,OF,FA,20,,,,,,,,,,,,,,,
Liosward Marin,BOS,C,FA,18,,,,,,,,,,,,,,,
Manny Marin,(N/A),SS,FA,19,,,,,,,,,,,,,,,
Nelson Marin,DET,C,FA,19,,,,,,,,,,,,,,,
Kyle Marinconz,(N/A),2B,FA,28,,,,,,,,,,,,,,,
Tyler Marincov,ATH,OF,FA,33,,,,,,,,,,,,,,,
Luis Marinez,ATH,1B,FA,23,,,,,,,,,,,,,,,
Ynmanol Marinez,MIA,SS,FA,23,,,,,,,,,,,,,,,
Peter Maris,(N/A),2B,FA,31,,,,,,,,,,,,,,,
Chris Mariscal,SEA,"3B,SS",FA,31,,,,,,,,,,,,,,,
Jake Marisnick,ATL,OF,FA,33,,,,,,,,,,,,,,,
Gedionne Marlin,(N/A),2B,FA,21,,,,,,,,,,,,,,,
Eddy Marmolejos,WSH,3B,FA,18,,,,,,,,,,,,,,,
Anthony Marquez,SF,SS,FA,18,,,,,,,,,,,,,,,
Anyelo Marquez,LAA,2B,FA,19,,,,,,,,,,,,,,,
Bradley Marquez,NYM,OF,FA,32,,,,,,,,,,,,,,,
Gustavo Marquez,NYM,OF,FA,21,,,,,,,,,,,,,,,
Gustavo Marquez,SD,OF,FA,20,,,,,,,,,,,,,,,
Jesus Marquez,(N/A),1B,FA,18,,,,,,,,,,,,,,,
Pedro Marquez,ARI,OF,FA,31,,,,,,,,,,,,,,,
Alan Marrero,(N/A),C,FA,27,,,,,,,,,,,,,,,
Deven Marrero,(N/A),3B,FA,34,,,,,,,,,,,,,,,
Eli Marrero,STL,OF,FA,0,,,,,,,,,,,,,,,
Elih Marrero,BOS,C,FA,27,,,,,,,,,,,,,,,
Emmanuel Marrero,PHI,SS,FA,31,,,,,,,,,,,,,,,
Lean Marrero,MIN,OF,FA,27,,,,,,,,,,,,,,,
Wendell Marrero,CIN,OF,FA,24,,,,,,,,,,,,,,,
Jesus Marriaga,ARI,OF,FA,26,,,,,,,,,,,,,,,
Jakob Marsee,MIA,OF,FA,23,,,,,,,,,,,,,,,
Joey Martarano,CHC,3B,FA,30,,,,,,,,,,,,,,,
Agustin Marte,MIN,SS,FA,26,,,,,,,,,,,,,,,
Alejandro Marte,(N/A),OF,FA,24,,,,,,,,,,,,,,,
Angel Marte,(N/A),C,FA,19,,,,,,,,,,,,,,,
Daniel Marte,WSH,OF,FA,23,,,,,,,,,,,,,,,
Frederick Marte,NYM,SS,FA,21,,,,,,,,,,,,,,,
Hamlet Marte,(N/A),C,FA,31,,,,,,,,,,,,,,,
Jefry Marte,(N/A),1B,FA,33,,,,,,,,,,,,,,,
Jelfry Marte,TB,SS,FA,23,,,,,,,,,,,,,,,
Luis Marte,(N/A),SS,FA,31,,,,,,,,,,,,,,,
Miguel Marte,NYY,SS,FA,23,,,,,,,,,,,,,,,
Modeifi Marte,ARI,1B,FA,22,,,,,,,,,,,,,,,
Bryan Martelo,PHI,OF,FA,28,,,,,,,,,,,,,,,
Curley Martha,TEX,SS,FA,18,,,,,,,,,,,,,,,
Brandon Martin,TB,SS,FA,31,,,,,,,,,,,,,,,
Casey Martin,PHI,"1B,2B,3B,SS",FA,25,,,,,,,,,,,,,,,
Christian Martin,STL,2B,FA,22,,,,,,,,,,,,,,,
Daniel Martin,STL,2B,FA,30,,,,,,,,,,,,,,,
David Martin,ARI,UT,FA,24,,,,,,,,,,,,,,,
Garrett Martin,NYY,OF,FA,24,,,,,,,,,,,,,,,
Jason Martin,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Kaden Martin,(N/A),OF,FA,20,,,,,,,,,,,,,,,
Kyle Martin,PHI,1B,FA,32,,,,,,,,,,,,,,,
Leonys Martin,(N/A),OF,FA,36,,,,,,,,,,,,,,,
Mason Martin,PIT,"1B,OF",FA,25,,,,,,,,,,,,,,,
Maxton Martin,TEX,OF,FA,19,,,,,,,,,,,,,,,
Richie Martin,(N/A),SS,FA,30,,,,,,,,,,,,,,,
Robby Martin,COL,OF,FA,25,,,,,,,,,,,,,,,
Roman Martin,(N/A),SS,FA,20,,,,,,,,,,,,,,,
Rudy Martin,(N/A),OF,FA,29,,,,,,,,,,,,,,,
Trey Martin,CHC,OF,FA,32,,,,,,,,,,,,,,,
Tripp Martin,TEX,3B,FA,32,,,,,,,,,,,,,,,
Walker Martin,SF,SS,FA,21,,,,,,,,,,,,,,,
Junior Martina,(N/A),"2B,3B,SS",FA,27,,,,,,,,,,,,,,,
Alberth Martinez,SD,OF,FA,34,,,,,,,,,,,,,,,
Alexander Martinez,ATL,C,FA,20,,,,,,,,,,,,,,,
Alfonzo Martinez,TB,OF,FA,19,,,,,,,,,,,,,,,
Anthony Martinez,(N/A),1B,FA,20,,,,,,,,,,,,,,,
Braxton Martinez,(N/A),1B,FA,31,,,,,,,,,,,,,,,
Browm Martinez,NYY,OF,FA,18,,,,,,,,,,,,,,,
Bryan Martinez,LAA,1B,FA,19,,,,,,,,,,,,,,,
Carlos Martinez,(N/A),C,FA,29,,,,,,,,,,,,,,,
Dawry Martinez,WSH,2B,FA,22,,,,,,,,,,,,,,,
Eric Martinez,MIL,C,FA,20,,,,,,,,,,,,,,,
Gabriel Martinez,TOR,OF,FA,22,,,,,,,,,,,,,,,
Hersin Martinez,SEA,OF,FA,30,,,,,,,,,,,,,,,
J.P. Martinez,(N/A),OF,FA,28,,,,,,,,,,,,,,,
Jaset Martinez,CIN,1B,FA,18,,,,,,,,,,,,,,,
Jonathan Martinez,CLE,SS,FA,18,,,,,,,,,,,,,,,
Jose Martinez,(N/A),OF,FA,36,,,,,,,,,,,,,,,
"Ernesto Martinez, Jr.",MIL,1B,FA,25,,,,,,,,,,,,,,,
Juan Martinez,SD,OF,FA,18,,,,,,,,,,,,,,,
Juan Martinez,MIL,SS,FA,17,,,,,,,,,,,,,,,
Kendry Martinez,SEA,SS,FA,17,,,,,,,,,,,,,,,
Larry Martinez,TB,SS,FA,19,,,,,,,,,,,,,,,
Luis Martinez,(N/A),1B,FA,19,,,,,,,,,,,,,,,
Mario Martinez,SEA,3B,FA,35,,,,,,,,,,,,,,,
Michael Martinez,ATL,OF,FA,18,,,,,,,,,,,,,,,
Omar Martinez,NYY,C,FA,23,,,,,,,,,,,,,,,
Orlando Martinez,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Pedro Martinez,TB,SS,FA,24,,,,,,,,,,,,,,,
Randy Martinez,CLE,2B,FA,17,,,,,,,,,,,,,,,
Raudelis Martinez,TB,"C,1B",FA,22,,,,,,,,,,,,,,,
Stiven Martinez,BAL,OF,FA,17,,,,,,,,,,,,,,,
Teodoro Martinez,TEX,OF,FA,32,,,,,,,,,,,,,,,
Yeral Martinez,MIA,OF,FA,22,,,,,,,,,,,,,,,
Yohander Martinez,MIN,SS,FA,23,,,,,,,,,,,,,,,
Yordani Martinez,MIA,2B,FA,18,,,,,,,,,,,,,,,
Yunior Martinez,TB,OF,FA,26,,,,,,,,,,,,,,,
Lucas Martino,ARI,1B,FA,24,,,,,,,,,,,,,,,
Mairoshendrick Martinus,LAD,SS,FA,20,,,,,,,,,,,,,,,
Shendrion Martinus,CIN,SS,FA,18,,,,,,,,,,,,,,,
Brandon Martorano,TEX,C,FA,27,,,,,,,,,,,,,,,
Nathan Martorella,MIA,"1B,OF",FA,24,,,,,,,,,,,,,,,
Evan Marzilli,ARI,OF,FA,33,,,,,,,,,,,,,,,
Victor Mascai,HOU,1B,FA,24,,,,,,,,,,,,,,,
Joseph Massey,COL,1B,FA,35,,,,,,,,,,,,,,,
Jean-Christophe Masson,TOR,OF,FA,22,,,,,,,,,,,,,,,
Cameron Masterman,(N/A),OF,FA,25,,,,,,,,,,,,,,,
David Masters,(N/A),SS,FA,31,,,,,,,,,,,,,,,
Jean Mata,(N/A),OF,FA,20,,,,,,,,,,,,,,,
Michael Mateja,ATL,3B,FA,28,,,,,,,,,,,,,,,
Angel Mateo,TB,OF,FA,20,,,,,,,,,,,,,,,
Daniel Mateo,KC,2B,FA,33,,,,,,,,,,,,,,,
Daniel Mateo,TEX,OF,FA,23,,,,,,,,,,,,,,,
Juan Mateo,ATL,SS,FA,17,,,,,,,,,,,,,,,
Luis Mateo,STL,SS,FA,34,,,,,,,,,,,,,,,
Wagner Mateo,ARI,OF,FA,31,,,,,,,,,,,,,,,
Welfrin Mateo,NYY,2B,FA,29,,,,,,,,,,,,,,,
Shane Matheny,(N/A),1B,FA,28,,,,,,,,,,,,,,,
Juan Matheus,NYY,SS,FA,20,,,,,,,,,,,,,,,
Jack Mathey,SD,C,FA,21,,,,,,,,,,,,,,,
Mark Mathias,(N/A),2B,FA,30,,,,,,,,,,,,,,,
Cole Mathis,CHC,1B,FA,21,,,,,,,,,,,,,,,
Carter Mathison,PHI,OF,FA,22,,,,,,,,,,,,,,,
Addiel Matias,WSH,3B,FA,24,,,,,,,,,,,,,,,
Carlos Matias,TB,OF,FA,18,,,,,,,,,,,,,,,
Seuly Matias,KC,OF,FA,26,,,,,,,,,,,,,,,
Richard Matic,NYY,3B,FA,17,,,,,,,,,,,,,,,
J.J. Matijevic,(N/A),1B,FA,29,,,,,,,,,,,,,,,
Delvis Matos,DET,OF,FA,20,,,,,,,,,,,,,,,
Ewing Matos,MIN,OF,FA,18,,,,,,,,,,,,,,,
Luis Matos,PHI,OF,FA,25,,,,,,,,,,,,,,,
Sthervin Matos,MIL,3B,FA,31,,,,,,,,,,,,,,,
Wilfrido Matos,WSH,SS,FA,24,,,,,,,,,,,,,,,
Shion Matsuo,(N/A),C,FA,20,,,,,,,,,,,,,,,
Peter Matt,CHC,OF,FA,26,,,,,,,,,,,,,,,
Travis Mattair,PHI,3B,FA,36,,,,,,,,,,,,,,,
Brice Matthews,HOU,"3B,SS",FA,22,,,,,,,,,,,,,,,
Micah Matthews,(N/A),3B,FA,18,,,,,,,,,,,,,,,
Tyler Mautner,MIN,3B,FA,31,,,,,,,,,,,,,,,
Jacob May,CHW,OF,FA,33,,,,,,,,,,,,,,,
Kalik May,TOR,OF,FA,32,,,,,,,,,,,,,,,
Cameron Maybin,(N/A),OF,FA,37,,,,,,,,,,,,,,,
Brando Mayea,NYY,OF,FA,19,,,,,,,,,,,,,,,
Jack Mayfield,LAA,3B,FA,34,,,,,,,,,,,,,,,
Pratt Maynard,(N/A),C,FA,35,,,,,,,,,,,,,,,
Nomar Mazara,WSH,OF,FA,29,,,,,,,,,,,,,,,
Patrick Mazeika,SF,C,FA,31,,,,,,,,,,,,,,,
Charles McAdoo,TOR,3B,FA,22,,,,,,,,,,,,,,,
Quincy McAfee,CIN,OF,FA,27,,,,,,,,,,,,,,,
Ryan McBroom,(N/A),1B,FA,32,,,,,,,,,,,,,,,
Ben McCabe,COL,C,FA,25,,,,,,,,,,,,,,,
David McCabe,ATL,UT,FA,24,,,,,,,,,,,,,,,
Garrett McCain,DET,OF,FA,29,,,,,,,,,,,,,,,
Dexture McCall,HOU,1B,FA,31,,,,,,,,,,,,,,,
Shilo McCall,SF,OF,FA,30,,,,,,,,,,,,,,,
Matt Mccann,LAA,"2B,SS",FA,30,,,,,,,,,,,,,,,
Jordan McCants,MIA,"2B,SS",FA,22,,,,,,,,,,,,,,,
T.J. McCants,CHW,OF,FA,23,,,,,,,,,,,,,,,
Joe McCarthy,(N/A),OF,FA,31,,,,,,,,,,,,,,,
Thomas McCarthy,CHW,3B,FA,34,,,,,,,,,,,,,,,
Ryan McCarty,TOR,SS,FA,25,,,,,,,,,,,,,,,
Chad McClanahan,(N/A),3B,FA,27,,,,,,,,,,,,,,,
Nik McClaughry,SD,SS,FA,25,,,,,,,,,,,,,,,
Dexter McCleon Jr,(N/A),1B,FA,15,,,,,,,,,,,,,,,
Alex McClure,KC,SS,FA,35,,,,,,,,,,,,,,,
D'vone McClure,CLE,OF,FA,31,,,,,,,,,,,,,,,
Terry McClure,SEA,OF,FA,29,,,,,,,,,,,,,,,
Patrick McColl,ATH,1B,FA,27,,,,,,,,,,,,,,,
Cole McConnell,CHW,OF,FA,24,,,,,,,,,,,,,,,
Alex McCoy,(N/A),OF,FA,23,,,,,,,,,,,,,,,
Ryan McCoy,(N/A),1B,FA,22,,,,,,,,,,,,,,,
Mac McCroskey,LAA,2B,FA,25,,,,,,,,,,,,,,,
Ryan McCrystal,CIN,C,FA,22,,,,,,,,,,,,,,,
Morgan McCullough,LAA,"2B,SS",FA,27,,,,,,,,,,,,,,,
Carson McCusker,MIN,OF,FA,26,,,,,,,,,,,,,,,
Michael McDade,TOR,1B,FA,35,,,,,,,,,,,,,,,
Quinn McDaniel,SF,"2B,OF",FA,22,,,,,,,,,,,,,,,
Tyler McDonough,BOS,"2B,OF",FA,25,,,,,,,,,,,,,,,
Darrien McDowell,SD,1B,FA,23,,,,,,,,,,,,,,,
Max McDowell,(N/A),C,FA,31,,,,,,,,,,,,,,,
